ac_number,candidate,party,votes,turnout,party_std,constituency,district,region,reserved
105,NOTA,NOTA,754,91.38,NOTA,Anthiyur,Erode,Kongu,GEN
105,RAMASAMY.S,Samaniya Makkal Nala Katchi,611,91.38,Samaniya Makkal Nala Katchi,Anthiyur,Erode,Kongu,GEN
105,GOBAL.S.C.R,Aanaithinthiya Jananayaka Pathukappu Kazhagam,432,91.38,Aanaithinthiya Jananayaka Pathukappu Kazhagam,Anthiyur,Erode,Kongu,GEN
105,EASWARAMURTHI.K,Tamizhaga Vaazhvurimai Katchi,390,91.38,Tamizhaga Vaazhvurimai Katchi,Anthiyur,Erode,Kongu,GEN
105,KAVIBHARATHI.K,Bahujan Samaj Party,380,91.38,BSP,Anthiyur,Erode,Kongu,GEN
105,SANKARKUMAR.K.A,IND,330,91.38,IND,Anthiyur,Erode,Kongu,GEN
105,SHEIK DAVOOD.A.M,IND,250,91.38,IND,Anthiyur,Erode,Kongu,GEN
105,KARTHI.M,IND,197,91.38,IND,Anthiyur,Erode,Kongu,GEN
105,SELVI.A,IND,176,91.38,IND,Anthiyur,Erode,Kongu,GEN
106,SENGOTTAIYAN.K.A,TVK,82612,97.83,TVK,Gobichettipalayam,Tirupur,Kongu,GEN
106,NALLASIVAM.N,DMK,65992,97.83,DMK,Gobichettipalayam,Tirupur,Kongu,GEN
106,PRABHU.V.B,AIADMK,56232,97.83,AIADMK,Gobichettipalayam,Tirupur,Kongu,GEN
106,SEETHALAKSHMI.M.K,NTK,8137,97.83,NTK,Gobichettipalayam,Tirupur,Kongu,GEN
106,THIRUVENGATESH.M,Tamizhaga Vaazhvurimai Katchi,1746,97.83,Tamizhaga Vaazhvurimai Katchi,Gobichettipalayam,Tirupur,Kongu,GEN
106,NOTA,NOTA,907,97.83,NOTA,Gobichettipalayam,Tirupur,Kongu,GEN
106,RAVIKUMAR.R,Bahujan Samaj Party,760,97.83,BSP,Gobichettipalayam,Tirupur,Kongu,GEN
106,PALANISAMYRAAJ.M,IND,539,97.83,IND,Gobichettipalayam,Tirupur,Kongu,GEN
106,BHUVANESHWARI.A,IND,499,97.83,IND,Gobichettipalayam,Tirupur,Kongu,GEN
106,VENKATACHALAM,IND,470,97.83,IND,Gobichettipalayam,Tirupur,Kongu,GEN
106,DHANAPAL.K,IND,349,97.83,IND,Gobichettipalayam,Tirupur,Kongu,GEN
106,SUMATHI.G,IND,332,97.83,IND,Gobichettipalayam,Tirupur,Kongu,GEN
106,SELVAKUMAR.R,IND,292,97.83,IND,Gobichettipalayam,Tirupur,Kongu,GEN
106,MALARVIZHI,Party for the Rights of Other backward Classes,197,97.83,Party for the Rights of Other backward Classes,Gobichettipalayam,Tirupur,Kongu,GEN
106,ANANDHAKUMAR.M,IND,161,97.83,IND,Gobichettipalayam,Tirupur,Kongu,GEN
106,RAMESH.P,IND,149,97.83,IND,Gobichettipalayam,Tirupur,Kongu,GEN
106,SEETHA.R,IND,139,97.83,IND,Gobichettipalayam,Tirupur,Kongu,GEN
106,SAKTHIVEL.G,IND,114,97.83,IND,Gobichettipalayam,Tirupur,Kongu,GEN
106,SHANMUGAM.G,IND,100,97.83,IND,Gobichettipalayam,Tirupur,Kongu,GEN
107,V.P.TAMILSELVI,TVK,72391,90.17,TVK,Bhavanisagar,Tirupur,Kongu,SC
107,A.BANNARI,AIADMK,67822,90.17,AIADMK,Bhavanisagar,Tirupur,Kongu,SC
107,P.L.SUNDARAM,CPI,63107,90.17,CPI,Bhavanisagar,Tirupur,Kongu,SC
107,S.SOUNDARYA,NTK,5832,90.17,NTK,Bhavanisagar,Tirupur,Kongu,SC
107,NOTA,NOTA,1804,90.17,NOTA,Bhavanisagar,Tirupur,Kongu,SC
107,B.PALANISWAMY,Bahujan Samaj Party,1029,90.17,BSP,Bhavanisagar,Tirupur,Kongu,SC
107,DR.HANUMAIAH.C,IND,556,90.17,IND,Bhavanisagar,Tirupur,Kongu,SC
107,RAMAKRISHNAN,IND,543,90.17,IND,Bhavanisagar,Tirupur,Kongu,SC
107,C.PALANICHAMY,IND,481,90.17,IND,Bhavanisagar,Tirupur,Kongu,SC
107,S.PALANISWAMY,IND,333,90.17,IND,Bhavanisagar,Tirupur,Kongu,SC
107,RAKKI,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,327,90.17,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,Bhavanisagar,Tirupur,Kongu,SC
107,GOPALAN.M,IND,193,90.17,IND,Bhavanisagar,Tirupur,Kongu,SC
107,A.AMRISH,IND,177,90.17,IND,Bhavanisagar,Tirupur,Kongu,SC
108,BHOJARAJAN.M,BJP,48488,78.34,BJP,Udhagamandalam,Tirupur,Kongu,GEN
108,IBRAHIM.R,TVK,47512,78.34,TVK,Udhagamandalam,Tirupur,Kongu,GEN
108,RAMACHANDRAN.B,INC,45658,78.34,INC,Udhagamandalam,Tirupur,Kongu,GEN
108,RAGUPATHY.B,NTK,4641,78.34,NTK,Udhagamandalam,Tirupur,Kongu,GEN
108,NOTA,NOTA,1525,78.34,NOTA,Udhagamandalam,Tirupur,Kongu,GEN
108,MANIAN.R,IND,462,78.34,IND,Udhagamandalam,Tirupur,Kongu,GEN
108,SAVEETHA.R,Tamizhaga Vaazhvurimai Katchi,418,78.34,Tamizhaga Vaazhvurimai Katchi,Udhagamandalam,Tirupur,Kongu,GEN
109,DHRAVIDAMANI.M,DMK,65590,83.93,DMK,Gudalur,Tirupur,Kongu,SC
109,PON.JAYASEELAN,AIADMK,42757,83.93,AIADMK,Gudalur,Tirupur,Kongu,SC
109,DEEPAK SAI KISHORE.A,TVK,34962,83.93,TVK,Gudalur,Tirupur,Kongu,SC
109,KARTHIK.R,NTK,6199,83.93,NTK,Gudalur,Tirupur,Kongu,SC
109,NOTA,NOTA,871,83.93,NOTA,Gudalur,Tirupur,Kongu,SC
109,THILAGARAJ.N,IND,443,83.93,IND,Gudalur,Tirupur,Kongu,SC
109,RAJ.S.K,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,419,83.93,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,Gudalur,Tirupur,Kongu,SC
110,M. RAJU,DMK,50470,82.34,DMK,Coonoor,Tirupur,Kongu,GEN
110,A. RAMU,AIADMK,42371,82.34,AIADMK,Coonoor,Tirupur,Kongu,GEN
110,C. THANGARAJU,TVK,42225,82.34,TVK,Coonoor,Tirupur,Kongu,GEN
110,K. DEENU,NTK,4695,82.34,NTK,Coonoor,Tirupur,Kongu,GEN
110,NOTA,NOTA,720,82.34,NOTA,Coonoor,Tirupur,Kongu,GEN
110,C. DINESH KUMAR,IND,573,82.34,IND,Coonoor,Tirupur,Kongu,GEN
110,D. VIDHYASAGAR,IND,340,82.34,IND,Coonoor,Tirupur,Kongu,GEN
111,SUNILANAND,TVK,75664,85.5,TVK,Mettupalayam,Tirupur,Kongu,GEN
111,SMT.KAVITHA KALYANASUNDARAM,DMK,67896,85.5,DMK,Mettupalayam,Tirupur,Kongu,GEN
111,O.K.CHINNARAJ,AIADMK,61736,85.5,AIADMK,Mettupalayam,Tirupur,Kongu,GEN
111,T.R.SHANMUGASUNDARAM,IND,26756,85.5,IND,Mettupalayam,Tirupur,Kongu,GEN
111,S.GOPALAKRISHNAN,NTK,6508,85.5,NTK,Mettupalayam,Tirupur,Kongu,GEN
111,NOTA,NOTA,839,85.5,NOTA,Mettupalayam,Tirupur,Kongu,GEN
111,V.SENTHIL KUMAR,IND,612,85.5,IND,Mettupalayam,Tirupur,Kongu,GEN
111,V.ANANDKUMAR,IND,596,85.5,IND,Mettupalayam,Tirupur,Kongu,GEN
111,R.CHINNARAJ,IND,586,85.5,IND,Mettupalayam,Tirupur,Kongu,GEN
111,S.ABDUL RAHIMAN,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,458,85.5,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,Mettupalayam,Tirupur,Kongu,GEN
111,"SIVARAJ,R.",Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,387,85.5,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,Mettupalayam,Tirupur,Kongu,GEN
111,R.SANGEETHA,Naadaalum Makkal Katchi,356,85.5,Naadaalum Makkal Katchi,Mettupalayam,Tirupur,Kongu,GEN
111,"DHAMOTHARAN,V.",All India Puratchi Thalaivar Makkal Munnettra Kazhagam,296,85.5,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,Mettupalayam,Tirupur,Kongu,GEN
111,S.KAVITHA,IND,263,85.5,IND,Mettupalayam,Tirupur,Kongu,GEN
111,N.SARAVANA KUMAR,IND,252,85.5,IND,Mettupalayam,Tirupur,Kongu,GEN
111,A.SATHIYALEELA,IND,238,85.5,IND,Mettupalayam,Tirupur,Kongu,GEN
111,C.MAHENDRAN,IND,190,85.5,IND,Mettupalayam,Tirupur,Kongu,GEN
111,C.NAGARAJ,Party for the Rights of Other backward Classes,161,85.5,Party for the Rights of Other backward Classes,Mettupalayam,Tirupur,Kongu,GEN
111,M.PALANICHAMI,IND,120,85.5,IND,Mettupalayam,Tirupur,Kongu,GEN
111,T.AMIRTHALINGAM,IND,119,85.5,IND,Mettupalayam,Tirupur,Kongu,GEN
111,"RANGASAMY,P.",IND,99,85.5,IND,Mettupalayam,Tirupur,Kongu,GEN
111,MANOHARAN,IND,98,85.5,IND,Mettupalayam,Tirupur,Kongu,GEN
111,P.RAVICHANDRAN,IND,89,85.5,IND,Mettupalayam,Tirupur,Kongu,GEN
112,KAMALI.S,TVK,84209,89.46,TVK,Avanashi,Tirupur,Kongu,SC
112,DR. L. MURUGAN,BJP,68836,89.46,BJP,Avanashi,Tirupur,Kongu,SC
112,DR. GOKILAMANI.V,DMK,65530,89.46,DMK,Avanashi,Tirupur,Kongu,SC
112,MENAKA. V,NTK,7704,89.46,NTK,Avanashi,Tirupur,Kongu,SC
112,NOTA,NOTA,1563,89.46,NOTA,Avanashi,Tirupur,Kongu,SC
112,GOKILAMANI. M,IND,652,89.46,IND,Avanashi,Tirupur,Kongu,SC
112,GOVINDAN.P,Bahujan Samaj Party,585,89.46,BSP,Avanashi,Tirupur,Kongu,SC
112,DHANABAL.R,IND,546,89.46,IND,Avanashi,Tirupur,Kongu,SC
112,ARUMUGAM.R,Ganasangam Party of India,501,89.46,Ganasangam Party of India,Avanashi,Tirupur,Kongu,SC
112,MOORTHI.R,IND,313,89.46,IND,Avanashi,Tirupur,Kongu,SC
112,SUBRAMANI.C.K,IND,264,89.46,IND,Avanashi,Tirupur,Kongu,SC
112,CHINNASAMY.V,Tamizhaga Vaazhvurimai Katchi,259,89.46,Tamizhaga Vaazhvurimai Katchi,Avanashi,Tirupur,Kongu,SC
112,ANANDHI.S,IND,235,89.46,IND,Avanashi,Tirupur,Kongu,SC
112,SATHIYARASU. R,IND,215,89.46,IND,Avanashi,Tirupur,Kongu,SC
112,ARUMUGAM. P,IND,188,89.46,IND,Avanashi,Tirupur,Kongu,SC
113,V.SATHYABAMA,TVK,131401,74.28,TVK,Tiruppur (North),Tirupur,Kongu,GEN
113,M.S.M.ANANDAN,AIADMK,61409,74.28,AIADMK,Tiruppur (North),Tirupur,Kongu,GEN
113,M.RAVI ALIAS M.SUBRAMANIAN,CPI,53964,74.28,CPI,Tiruppur (North),Tirupur,Kongu,GEN
113,R.ABINAYA,NTK,13157,74.28,NTK,Tiruppur (North),Tirupur,Kongu,GEN
113,NOTA,NOTA,1078,74.28,NOTA,Tiruppur (North),Tirupur,Kongu,GEN
113,L.JAMES REYNOLD,Bahujan Samaj Party,380,74.28,BSP,Tiruppur (North),Tirupur,Kongu,GEN
113,T.KRISHNASWAMY,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,351,74.28,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,Tiruppur (North),Tirupur,Kongu,GEN
113,G.BALAKRISHNAN,IND,247,74.28,IND,Tiruppur (North),Tirupur,Kongu,GEN
113,K.VENKADASWAMY,IND,218,74.28,IND,Tiruppur (North),Tirupur,Kongu,GEN
113,PY.DHATCHINAMURTHY,Tamizhaga Vaazhvurimai Katchi,214,74.28,Tamizhaga Vaazhvurimai Katchi,Tiruppur (North),Tirupur,Kongu,GEN
113,R.VISHNUMOORTHY,IND,198,74.28,IND,Tiruppur (North),Tirupur,Kongu,GEN
113,P.RAVI,IND,196,74.28,IND,Tiruppur (North),Tirupur,Kongu,GEN
113,K.ANAND,IND,193,74.28,IND,Tiruppur (North),Tirupur,Kongu,GEN
113,M.RANGASAMY,IND,179,74.28,IND,Tiruppur (North),Tirupur,Kongu,GEN
113,GANISHKAR,IND,172,74.28,IND,Tiruppur (North),Tirupur,Kongu,GEN
113,S.ANANDHAKUMAR,IND,100,74.28,IND,Tiruppur (North),Tirupur,Kongu,GEN
114,BALAMURUGAN. S,TVK,73793,74.77,TVK,Tiruppur (South),Nilgiris,Kongu,GEN
114,DINESHKUMAR. N,DMK,60892,74.77,DMK,Tiruppur (South),Nilgiris,Kongu,GEN
114,THANGARAJ. S,BJP,34617,74.77,BJP,Tiruppur (South),Nilgiris,Kongu,GEN
114,DINESH. P.N,NTK,6956,74.77,NTK,Tiruppur (South),Nilgiris,Kongu,GEN
114,NOTA,NOTA,644,74.77,NOTA,Tiruppur (South),Nilgiris,Kongu,GEN
114,KALIMUTHU. K,All India Forward Bloc,626,74.77,All India Forward Bloc,Tiruppur (South),Nilgiris,Kongu,GEN
114,DINESHKUMAR,IND,235,74.77,IND,Tiruppur (South),Nilgiris,Kongu,GEN
114,RANGASAMY. S,Bahujan Samaj Party,234,74.77,BSP,Tiruppur (South),Nilgiris,Kongu,GEN
114,DINESHKUMAR,IND,203,74.77,IND,Tiruppur (South),Nilgiris,Kongu,GEN
114,KESAVAMURTHI. N,IND,194,74.77,IND,Tiruppur (South),Nilgiris,Kongu,GEN
114,MALARVIZHI. G,Indhu Dravida Makkal Katchi,170,74.77,Indhu Dravida Makkal Katchi,Tiruppur (South),Nilgiris,Kongu,GEN
114,MAHALINGAM. V,IND,167,74.77,IND,Tiruppur (South),Nilgiris,Kongu,GEN
114,VASANTHAMANI. K,IND,142,74.77,IND,Tiruppur (South),Nilgiris,Kongu,GEN
114,VENKATACHALAM. G,IND,139,74.77,IND,Tiruppur (South),Nilgiris,Kongu,GEN
114,DHANABAL. D,IND,132,74.77,IND,Tiruppur (South),Nilgiris,Kongu,GEN
114,DINESHKUMAR. V,IND,116,74.77,IND,Tiruppur (South),Nilgiris,Kongu,GEN
114,VIJAYAKUMAR. M,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,81,74.77,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,Tiruppur (South),Nilgiris,Kongu,GEN
114,JOHN BASHA. A,Tamizhaga Vaazhvurimai Katchi,76,74.77,Tamizhaga Vaazhvurimai Katchi,Tiruppur (South),Nilgiris,Kongu,GEN
114,RATHINAVEL. M,IND,72,74.77,IND,Tiruppur (South),Nilgiris,Kongu,GEN
114,AMUTHAVEL. P,IND,69,74.77,IND,Tiruppur (South),Nilgiris,Kongu,GEN
114,MOHAMED MUBARAK ALI,Ganasangam Party of India,60,74.77,Ganasangam Party of India,Tiruppur (South),Nilgiris,Kongu,GEN
114,VENKADASAMY. K,IND,60,74.77,IND,Tiruppur (South),Nilgiris,Kongu,GEN
114,DR. RAMAKRISHNAN. S,IND,50,74.77,IND,Tiruppur (South),Nilgiris,Kongu,GEN
114,KARTHIKADEVI. K,IND,45,74.77,IND,Tiruppur (South),Nilgiris,Kongu,GEN
114,RAMESH. S,IND,41,74.77,IND,Tiruppur (South),Nilgiris,Kongu,GEN
115,K.RAMKUMAR,TVK,121297,79.69,TVK,Palladam,Nilgiris,Kongu,GEN
115,K.P.PARAMASIVAM,AIADMK,83400,79.69,AIADMK,Palladam,Nilgiris,Kongu,GEN
115,K.SELVARAJ,DMK,78625,79.69,DMK,Palladam,Nilgiris,Kongu,GEN
115,K.V.THAMILINIYAN,NTK,13141,79.69,NTK,Palladam,Nilgiris,Kongu,GEN
115,NOTA,NOTA,1417,79.69,NOTA,Palladam,Nilgiris,Kongu,GEN
115,K.RATHINASAMY,Bahujan Samaj Party,578,79.69,BSP,Palladam,Nilgiris,Kongu,GEN
115,V.MOHANRAJ,IND,407,79.69,IND,Palladam,Nilgiris,Kongu,GEN
115,A. RAMESH,IND,364,79.69,IND,Palladam,Nilgiris,Kongu,GEN
115,A.ANNADURAI,IND,346,79.69,IND,Palladam,Nilgiris,Kongu,GEN
115,S.DHARMARAJ,Tamilaga Makkal Nala Katchi,327,79.69,Tamilaga Makkal Nala Katchi,Palladam,Nilgiris,Kongu,GEN
115,ANNADURAI.R,IND,285,79.69,IND,Palladam,Nilgiris,Kongu,GEN
115,S.ARUMUGAM,IND,274,79.69,IND,Palladam,Nilgiris,Kongu,GEN
115,K.SAKTHIVEL,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,184,79.69,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,Palladam,Nilgiris,Kongu,GEN
115,G.SELVARAJ,IND,163,79.69,IND,Palladam,Nilgiris,Kongu,GEN
115,M. SELVARAJ,IND,123,79.69,IND,Palladam,Nilgiris,Kongu,GEN
115,A.SARAVANAN,IND,83,79.69,IND,Palladam,Nilgiris,Kongu,GEN
116,NM.SUKUMAR,TVK,90531,85.39,TVK,Sulur,Nilgiris,Kongu,GEN
116,V.P.KANDASAMY,AIADMK,85741,85.39,AIADMK,Sulur,Nilgiris,Kongu,GEN
116,THALAPATHY MURUGESAN,DMK,83654,85.39,DMK,Sulur,Nilgiris,Kongu,GEN
116,DR.S.RAJASEKARAN,NTK,10147,85.39,NTK,Sulur,Nilgiris,Kongu,GEN
116,NOTA,NOTA,1353,85.39,NOTA,Sulur,Nilgiris,Kongu,GEN
116,MURUGESH.R.,IND,437,85.39,IND,Sulur,Nilgiris,Kongu,GEN
116,KANTHASAMY.K.,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,283,85.39,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,Sulur,Nilgiris,Kongu,GEN
116,KANDASAMY.R.,IND,271,85.39,IND,Sulur,Nilgiris,Kongu,GEN
116,PAPPA MUTHULAKSHMI.P.,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,216,85.39,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,Sulur,Nilgiris,Kongu,GEN
116,SUMAN SINGH.R.,Tamizhaga Vaazhvurimai Katchi,205,85.39,Tamizhaga Vaazhvurimai Katchi,Sulur,Nilgiris,Kongu,GEN
116,PALANISAMY.M.,Party for the Rights of Other backward Classes,156,85.39,Party for the Rights of Other backward Classes,Sulur,Nilgiris,Kongu,GEN
116,MURUGESAN.N.,IND,139,85.39,IND,Sulur,Nilgiris,Kongu,GEN
116,NAGARAJ.K.,Ganasangam Party of India,137,85.39,Ganasangam Party of India,Sulur,Nilgiris,Kongu,GEN
116,KANDASAMY.A.,IND,109,85.39,IND,Sulur,Nilgiris,Kongu,GEN
116,KANDASAMY.V.,IND,90,85.39,IND,Sulur,Nilgiris,Kongu,GEN
116,NELSON.W.,Tamilaga Makkal Nala Katchi,75,85.39,Tamilaga Makkal Nala Katchi,Sulur,Nilgiris,Kongu,GEN
117,KANIMOZHI SANTHOSH,TVK,146466,75.45,TVK,Kavundampalayam,Coimbatore,Kongu,GEN
117,ARUNKUMAR PRG,AIADMK,104326,75.45,AIADMK,Kavundampalayam,Coimbatore,Kongu,GEN
117,SURYA PRAKASH K.P,INC,90726,75.45,INC,Kavundampalayam,Coimbatore,Kongu,GEN
117,KALAMANI JAGANATHAN,NTK,16834,75.45,NTK,Kavundampalayam,Coimbatore,Kongu,GEN
117,NOTA,NOTA,2116,75.45,NOTA,Kavundampalayam,Coimbatore,Kongu,GEN
117,KANIMOZHI.K,IND,567,75.45,IND,Kavundampalayam,Coimbatore,Kongu,GEN
117,K.VELMURUGAN,Bahujan Samaj Party,524,75.45,BSP,Kavundampalayam,Coimbatore,Kongu,GEN
117,THOZHAR.N.ARUNKUMAR,Tamizhaga Vaazhvurimai Katchi,424,75.45,Tamizhaga Vaazhvurimai Katchi,Kavundampalayam,Coimbatore,Kongu,GEN
117,S.THAMARAI KANNAN,Party for the Rights of Other backward Classes,356,75.45,Party for the Rights of Other backward Classes,Kavundampalayam,Coimbatore,Kongu,GEN
117,A.BALAMURUGAN,IND,340,75.45,IND,Kavundampalayam,Coimbatore,Kongu,GEN
117,M.RAJALINGAM,IND,338,75.45,IND,Kavundampalayam,Coimbatore,Kongu,GEN
117,MALLIGA.M,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,314,75.45,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,Kavundampalayam,Coimbatore,Kongu,GEN
117,M.JOHN BOSCO,IND,306,75.45,IND,Kavundampalayam,Coimbatore,Kongu,GEN
117,SURIYAKUMAR.K,IND,235,75.45,IND,Kavundampalayam,Coimbatore,Kongu,GEN
117,V.PUSHPANANTHAM,Tamizhaga Murpokku Makkal Katchi,119,75.45,Tamizhaga Murpokku Makkal Katchi,Kavundampalayam,Coimbatore,Kongu,GEN
118,V. SAMPATHKUMAR,TVK,92500,71.44,TVK,Coimbatore North,Coimbatore,Kongu,GEN
118,DURAI. SENTHAMIL SELVAN B.E,DMK,70508,71.44,DMK,Coimbatore North,Coimbatore,Kongu,GEN
118,VANATHI SRINIVASAN,BJP,49722,71.44,BJP,Coimbatore North,Coimbatore,Kongu,GEN
118,NARMADHA. G.,NTK,9036,71.44,NTK,Coimbatore North,Coimbatore,Kongu,GEN
118,NOTA,NOTA,1020,71.44,NOTA,Coimbatore North,Coimbatore,Kongu,GEN
118,P. KRISHNASAMY,Bahujan Samaj Party,383,71.44,BSP,Coimbatore North,Coimbatore,Kongu,GEN
118,A.K. SENTHAMIZH SELVAN,IND,351,71.44,IND,Coimbatore North,Coimbatore,Kongu,GEN
118,K. UDHAYAKUMAR,Thamizhaka Padaippalar Makkal Katchi,327,71.44,Thamizhaka Padaippalar Makkal Katchi,Coimbatore North,Coimbatore,Kongu,GEN
118,R. SAMPATH KUMAR,IND,310,71.44,IND,Coimbatore North,Coimbatore,Kongu,GEN
118,BALU. P.M.,IND,276,71.44,IND,Coimbatore North,Coimbatore,Kongu,GEN
118,PALANIKUMAR. V.,IND,152,71.44,IND,Coimbatore North,Coimbatore,Kongu,GEN
118,S. SAMPATHKUMAR,IND,134,71.44,IND,Coimbatore North,Coimbatore,Kongu,GEN
118,S. SENTHILKUMAR,Samaniya Makkal Nala Katchi,121,71.44,Samaniya Makkal Nala Katchi,Coimbatore North,Coimbatore,Kongu,GEN
118,P. SARAVANAN,IND,121,71.44,IND,Coimbatore North,Coimbatore,Kongu,GEN
118,V. KRISHNAN,IND,118,71.44,IND,Coimbatore North,Coimbatore,Kongu,GEN
118,K. RAGHUL GANDHI,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,112,71.44,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,Coimbatore North,Coimbatore,Kongu,GEN
118,G.D. KRISHNAKUMAR,IND,104,71.44,IND,Coimbatore North,Coimbatore,Kongu,GEN
118,RAJASEKARAN. B.,Tamizhaga Vaazhvurimai Katchi,96,71.44,Tamizhaga Vaazhvurimai Katchi,Coimbatore North,Coimbatore,Kongu,GEN
118,RAVI. V,IND,95,71.44,IND,Coimbatore North,Coimbatore,Kongu,GEN
118,R. MANIAN,IND,89,71.44,IND,Coimbatore North,Coimbatore,Kongu,GEN
118,S. DHANA RAJ,IND,87,71.44,IND,Coimbatore North,Coimbatore,Kongu,GEN
118,S. MEENAKSHI SUNDARAM,Tamizhaga Murpokku Makkal Katchi,75,71.44,Tamizhaga Murpokku Makkal Katchi,Coimbatore North,Coimbatore,Kongu,GEN
118,K. SAMPATH KUMAR,IND,71,71.44,IND,Coimbatore North,Coimbatore,Kongu,GEN
118,V. LINGARAJA,IND,65,71.44,IND,Coimbatore North,Coimbatore,Kongu,GEN
118,R. SETHURAGUNATHAN,IND,60,71.44,IND,Coimbatore North,Coimbatore,Kongu,GEN
118,R. SATHISH KUMAR,IND,54,71.44,IND,Coimbatore North,Coimbatore,Kongu,GEN
118,A. MARIMUTHU,IND,54,71.44,IND,Coimbatore North,Coimbatore,Kongu,GEN
118,G. RAJKUMAR,IND,42,71.44,IND,Coimbatore North,Coimbatore,Kongu,GEN
118,A. RAMESH,IND,26,71.44,IND,Coimbatore North,Coimbatore,Kongu,GEN
119,S.P.VELUMANI,AIADMK,93316,82.27,AIADMK,Thondamuthur,Coimbatore,Kongu,GEN
119,SATHISH RAJU (ALIAS) K.P.R. SATHISH,TVK,78591,82.27,TVK,Thondamuthur,Coimbatore,Kongu,GEN
119,N.R.KARTHIKEYAN,DMK,75917,82.27,DMK,Thondamuthur,Coimbatore,Kongu,GEN
119,RAJABU NISHA.Z,NTK,6976,82.27,NTK,Thondamuthur,Coimbatore,Kongu,GEN
119,NOTA,NOTA,1000,82.27,NOTA,Thondamuthur,Coimbatore,Kongu,GEN
119,RAFEEQ.A.M.,IND,317,82.27,IND,Thondamuthur,Coimbatore,Kongu,GEN
119,BALAMANI.V,IND,304,82.27,IND,Thondamuthur,Coimbatore,Kongu,GEN
119,NIRMALKUMAR.R,IND,258,82.27,IND,Thondamuthur,Coimbatore,Kongu,GEN
119,KARTHIKEYAN.R-POOLUVAPATTI,IND,241,82.27,IND,Thondamuthur,Coimbatore,Kongu,GEN
119,SHAJAHAN.S,Tamizhaga Vaazhvurimai Katchi,215,82.27,Tamizhaga Vaazhvurimai Katchi,Thondamuthur,Coimbatore,Kongu,GEN
119,DEEPA.G.S,IND,195,82.27,IND,Thondamuthur,Coimbatore,Kongu,GEN
119,SIVARAMAN.C,IND,185,82.27,IND,Thondamuthur,Coimbatore,Kongu,GEN
119,VIJAYA.K,IND,183,82.27,IND,Thondamuthur,Coimbatore,Kongu,GEN
119,MANOKARAN.K,IND,142,82.27,IND,Thondamuthur,Coimbatore,Kongu,GEN
119,KALAIVANI.S,IND,125,82.27,IND,Thondamuthur,Coimbatore,Kongu,GEN
119,KARTHIKEYAN.R-THONDAMUTHUR,IND,108,82.27,IND,Thondamuthur,Coimbatore,Kongu,GEN
119,ARULKUMAR.P,IND,104,82.27,IND,Thondamuthur,Coimbatore,Kongu,GEN
119,DEVADASS.K,IND,99,82.27,IND,Thondamuthur,Coimbatore,Kongu,GEN
119,KARTHIKEYAN.M,IND,90,82.27,IND,Thondamuthur,Coimbatore,Kongu,GEN
119,KOWSALYA.V,IND,77,82.27,IND,Thondamuthur,Coimbatore,Kongu,GEN
119,KARTHIKEYAN.R,IND,54,82.27,IND,Thondamuthur,Coimbatore,Kongu,GEN
119,VISWANATHAN.M,IND,52,82.27,IND,Thondamuthur,Coimbatore,Kongu,GEN
120,V SENTHILBALAJI,DMK,59724,72.97,DMK,Coimbatore South,Coimbatore,Kongu,GEN
120,V. SENTHILKUMAR,TVK,57453,72.97,TVK,Coimbatore South,Coimbatore,Kongu,GEN
120,AMMAN K.ARJUNAN,AIADMK,31689,72.97,AIADMK,Coimbatore South,Coimbatore,Kongu,GEN
120,PERARIVALAN. V,NTK,5062,72.97,NTK,Coimbatore South,Coimbatore,Kongu,GEN
120,NOTA,NOTA,759,72.97,NOTA,Coimbatore South,Coimbatore,Kongu,GEN
120,J. PRAVEENKUMAR,IND,170,72.97,IND,Coimbatore South,Coimbatore,Kongu,GEN
120,GOKULA KRISHNAN.S,Tamizhaga Vaazhvurimai Katchi,158,72.97,Tamizhaga Vaazhvurimai Katchi,Coimbatore South,Coimbatore,Kongu,GEN
120,M. SENTHILKUMAR,IND,158,72.97,IND,Coimbatore South,Coimbatore,Kongu,GEN
