ac_number,candidate,party,votes,turnout,party_std,constituency,district,region,reserved
25,VIJAYA KRISHNA. V,IND,142,69.0,IND,Mylapore,Chennai,Chennai Metro,GEN
25,MOORTHY. S,Thamizhaga Dravidar Katchi,120,69.0,Thamizhaga Dravidar Katchi,Mylapore,Chennai,Chennai Metro,GEN
25,VINU PRADHA. A,IND,109,69.0,IND,Mylapore,Chennai,Chennai Metro,GEN
25,VENKATARAMAN. B,IND,107,69.0,IND,Mylapore,Chennai,Chennai Metro,GEN
25,NAGARAJAN. S,All India Jananayaka Makkal Kazhagam,88,69.0,All India Jananayaka Makkal Kazhagam,Mylapore,Chennai,Chennai Metro,GEN
25,SELVAMUTHU. S,IND,79,69.0,IND,Mylapore,Chennai,Chennai Metro,GEN
25,ROMANRAJ. A,IND,74,69.0,IND,Mylapore,Chennai,Chennai Metro,GEN
25,PARTHIPAN. G,IND,64,69.0,IND,Mylapore,Chennai,Chennai Metro,GEN
25,JAYAGOPI. M,IND,52,69.0,IND,Mylapore,Chennai,Chennai Metro,GEN
25,VELU. K,IND,50,69.0,IND,Mylapore,Chennai,Chennai Metro,GEN
25,RADHAKRISHNAN. G,IND,40,69.0,IND,Mylapore,Chennai,Chennai Metro,GEN
26,KUMAR. R,TVK,80430,68.53,TVK,Velachery,Chennai,Chennai Metro,GEN
26,ASHOK. M.K,AIADMK,47125,68.53,AIADMK,Velachery,Chennai,Chennai Metro,GEN
26,AASSAN MAULAANA J.M.H,INC,45928,68.53,INC,Velachery,Chennai,Chennai Metro,GEN
26,KEERTHANA. M,NTK,7697,68.53,NTK,Velachery,Chennai,Chennai Metro,GEN
26,NOTA,NOTA,1336,68.53,NOTA,Velachery,Chennai,Chennai Metro,GEN
26,MOHANRAJ. K,Bahujan Samaj Party,239,68.53,BSP,Velachery,Chennai,Chennai Metro,GEN
26,KALA PETHACHI,IND,233,68.53,IND,Velachery,Chennai,Chennai Metro,GEN
26,KANCHANA. R,Tamizhaga Murpokku Makkal Katchi,205,68.53,Tamizhaga Murpokku Makkal Katchi,Velachery,Chennai,Chennai Metro,GEN
26,RADHAKRISHNAN. D.R,IND,143,68.53,IND,Velachery,Chennai,Chennai Metro,GEN
26,SURESH K,IND,137,68.53,IND,Velachery,Chennai,Chennai Metro,GEN
26,MANI. M,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,133,68.53,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,Velachery,Chennai,Chennai Metro,GEN
26,POYYAMOZHI. M,Proutist Sarva Samaj,130,68.53,Proutist Sarva Samaj,Velachery,Chennai,Chennai Metro,GEN
26,DIWAKAR. R,IND,130,68.53,IND,Velachery,Chennai,Chennai Metro,GEN
26,SARABESHWAR SISU. P,IND,129,68.53,IND,Velachery,Chennai,Chennai Metro,GEN
26,ROKESH KUMAR. V,Tamizhaga Vaazhvurimai Katchi,117,68.53,Tamizhaga Vaazhvurimai Katchi,Velachery,Chennai,Chennai Metro,GEN
26,ASHOK. M,IND,88,68.53,IND,Velachery,Chennai,Chennai Metro,GEN
26,KANNAN. K,IND,85,68.53,IND,Velachery,Chennai,Chennai Metro,GEN
26,JANAGARAJ RAVI GUNASEELAN,IND,77,68.53,IND,Velachery,Chennai,Chennai Metro,GEN
26,VIGNESH. M,IND,70,68.53,IND,Velachery,Chennai,Chennai Metro,GEN
26,VIGNESH. R,IND,66,68.53,IND,Velachery,Chennai,Chennai Metro,GEN
26,AZARUTHEEN. M,IND,63,68.53,IND,Velachery,Chennai,Chennai Metro,GEN
26,RAJASEKAR. S,IND,61,68.53,IND,Velachery,Chennai,Chennai Metro,GEN
26,MOHAMED YASEEN. I,Thakkam Katchi,51,68.53,Thakkam Katchi,Velachery,Chennai,Chennai Metro,GEN
26,BHASKAR. G,IND,47,68.53,IND,Velachery,Chennai,Chennai Metro,GEN
26,MOHAN. R,IND,32,68.53,IND,Velachery,Chennai,Chennai Metro,GEN
26,DEEPAK RAVI,IND,27,68.53,IND,Velachery,Chennai,Chennai Metro,GEN
26,AHAMMED NAZEER KHAN,IND,24,68.53,IND,Velachery,Chennai,Chennai Metro,GEN
26,RITISH,IND,12,68.53,IND,Velachery,Chennai,Chennai Metro,GEN
27,ECR P SARAVANAN,TVK,220382,69.5,TVK,Shozhinganallur,Kanchipuram,Chennai Metro,GEN
27,S. ARAVIND RAMESH,DMK,123602,69.5,DMK,Shozhinganallur,Kanchipuram,Chennai Metro,GEN
27,K.P.KANDAN,AIADMK,74112,69.5,AIADMK,Shozhinganallur,Kanchipuram,Chennai Metro,GEN
27,R JAYALAKSHMI,NTK,21919,69.5,NTK,Shozhinganallur,Kanchipuram,Chennai Metro,GEN
27,NOTA,NOTA,2079,69.5,NOTA,Shozhinganallur,Kanchipuram,Chennai Metro,GEN
27,N.PRASHANTHA RAO,IND,527,69.5,IND,Shozhinganallur,Kanchipuram,Chennai Metro,GEN
27,S.PUSHNA KUMAR,Bahujan Samaj Party,524,69.5,BSP,Shozhinganallur,Kanchipuram,Chennai Metro,GEN
27,M. CHRISTHU DASS,Dravida Jananayaga Makkal Katchi,486,69.5,Dravida Jananayaga Makkal Katchi,Shozhinganallur,Kanchipuram,Chennai Metro,GEN
27,G SURESH KUMAR,IND,414,69.5,IND,Shozhinganallur,Kanchipuram,Chennai Metro,GEN
27,M.G.RAMU,Jebamani Janata,321,69.5,Jebamani Janata,Shozhinganallur,Kanchipuram,Chennai Metro,GEN
27,RAMANATHAN M,IND,263,69.5,IND,Shozhinganallur,Kanchipuram,Chennai Metro,GEN
27,E. VIJAY,IND,257,69.5,IND,Shozhinganallur,Kanchipuram,Chennai Metro,GEN
27,D. SRINIVASAN,IND,254,69.5,IND,Shozhinganallur,Kanchipuram,Chennai Metro,GEN
27,K. VISHWANATHAN,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,251,69.5,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,Shozhinganallur,Kanchipuram,Chennai Metro,GEN
27,S. KARTHIK,IND,214,69.5,IND,Shozhinganallur,Kanchipuram,Chennai Metro,GEN
27,R RAVICHANDRAN,IND,189,69.5,IND,Shozhinganallur,Kanchipuram,Chennai Metro,GEN
27,CHANDRASEKARAN,IND,177,69.5,IND,Shozhinganallur,Kanchipuram,Chennai Metro,GEN
27,RAJESH,IND,160,69.5,IND,Shozhinganallur,Kanchipuram,Chennai Metro,GEN
27,E. MURALI B.A,IND,156,69.5,IND,Shozhinganallur,Kanchipuram,Chennai Metro,GEN
27,S.GOVINDHAN,IND,149,69.5,IND,Shozhinganallur,Kanchipuram,Chennai Metro,GEN
27,M. ALEXANDAR,Naam Indiar Party,123,69.5,Naam Indiar Party,Shozhinganallur,Kanchipuram,Chennai Metro,GEN
27,JAIKUMAR BALACHANDRAN,IND,123,69.5,IND,Shozhinganallur,Kanchipuram,Chennai Metro,GEN
27,P.CHANDRA KANTH,IND,115,69.5,IND,Shozhinganallur,Kanchipuram,Chennai Metro,GEN
27,R.YOGESHWARAN,IND,115,69.5,IND,Shozhinganallur,Kanchipuram,Chennai Metro,GEN
27,FARMER JAYARAMAN S K J,IND,115,69.5,IND,Shozhinganallur,Kanchipuram,Chennai Metro,GEN
27,V. KANDHAN,IND,103,69.5,IND,Shozhinganallur,Kanchipuram,Chennai Metro,GEN
27,A.MOHAMMED GANI,IND,98,69.5,IND,Shozhinganallur,Kanchipuram,Chennai Metro,GEN
27,MUTHARASAN,IND,67,69.5,IND,Shozhinganallur,Kanchipuram,Chennai Metro,GEN
28,M.HARISH,TVK,112205,73.55,TVK,Alandur,Kanchipuram,Chennai Metro,GEN
28,T.M.ANBARASAN,DMK,82596,73.55,DMK,Alandur,Kanchipuram,Chennai Metro,GEN
28,S.SARAVANAN,AIADMK,52243,73.55,AIADMK,Alandur,Kanchipuram,Chennai Metro,GEN
28,Y.G.MAHALAKSHMI,NTK,10405,73.55,NTK,Alandur,Kanchipuram,Chennai Metro,GEN
28,NOTA,NOTA,1263,73.55,NOTA,Alandur,Kanchipuram,Chennai Metro,GEN
28,M.HARISH,IND,853,73.55,IND,Alandur,Kanchipuram,Chennai Metro,GEN
28,N.HARI KRISHNAN,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,317,73.55,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,Alandur,Kanchipuram,Chennai Metro,GEN
28,J.AGNI SELVARASU,Naadaalum Makkal Katchi,233,73.55,Naadaalum Makkal Katchi,Alandur,Kanchipuram,Chennai Metro,GEN
28,SENKODI VIJAYALAKSHMI,IND,233,73.55,IND,Alandur,Kanchipuram,Chennai Metro,GEN
28,R.SURESH,IND,168,73.55,IND,Alandur,Kanchipuram,Chennai Metro,GEN
28,R.SARAVANAN,IND,150,73.55,IND,Alandur,Kanchipuram,Chennai Metro,GEN
28,V.ANBARASAN,IND,120,73.55,IND,Alandur,Kanchipuram,Chennai Metro,GEN
28,MAHESH KUMAR,IND,105,73.55,IND,Alandur,Kanchipuram,Chennai Metro,GEN
28,A.VELUSAMY,Puthiya Tamilagam,93,73.55,Puthiya Tamilagam,Alandur,Kanchipuram,Chennai Metro,GEN
28,S.ROYAPPAN,Tamizhaga Vaazhvurimai Katchi,89,73.55,Tamizhaga Vaazhvurimai Katchi,Alandur,Kanchipuram,Chennai Metro,GEN
28,A.SARAVANAN,IND,78,73.55,IND,Alandur,Kanchipuram,Chennai Metro,GEN
28,ARAVIND CHANDRASEKAR,Indhu Dravida Makkal Katchi,77,73.55,Indhu Dravida Makkal Katchi,Alandur,Kanchipuram,Chennai Metro,GEN
28,S.SARAVANAN,IND,76,73.55,IND,Alandur,Kanchipuram,Chennai Metro,GEN
28,R.SELVAKUMAR,IND,69,73.55,IND,Alandur,Kanchipuram,Chennai Metro,GEN
28,B. KALYANARAMKUMAR,Naam Indiar Party,60,73.55,Naam Indiar Party,Alandur,Kanchipuram,Chennai Metro,GEN
28,K.VELAYUDHAM,IND,51,73.55,IND,Alandur,Kanchipuram,Chennai Metro,GEN
28,D.SARAVANAN,IND,50,73.55,IND,Alandur,Kanchipuram,Chennai Metro,GEN
28,G.DANIEL ANTONYRAJ,IND,19,73.55,IND,Alandur,Kanchipuram,Chennai Metro,GEN
28,G.RAMANAN,IND,17,73.55,IND,Alandur,Kanchipuram,Chennai Metro,GEN
29,THENNARASU.K,TVK,147611,85.37,TVK,Sriperumbudur,Kanchipuram,Chennai Metro,SC
29,K. SELVAPERUNTHAGAI,INC,93365,85.37,INC,Sriperumbudur,Kanchipuram,Chennai Metro,SC
29,K. PALANI,AIADMK,73182,85.37,AIADMK,Sriperumbudur,Kanchipuram,Chennai Metro,SC
29,M. SINDHU EZHILARASAN,NTK,13150,85.37,NTK,Sriperumbudur,Kanchipuram,Chennai Metro,SC
29,NOTA,NOTA,1161,85.37,NOTA,Sriperumbudur,Kanchipuram,Chennai Metro,SC
29,M.TAMILARASAN,Communist Party of India (Marxist-Leninist) (Liberation),511,85.37,Communist Party of India (Marxist-Leninist) (Liberation),Sriperumbudur,Kanchipuram,Chennai Metro,SC
29,D.PURUSHOTHAMAN,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,489,85.37,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,Sriperumbudur,Kanchipuram,Chennai Metro,SC
29,A. GURUANANDHAN,Anaithinthiya Anna Dravida Makkal Seyal katchi,479,85.37,Anaithinthiya Anna Dravida Makkal Seyal katchi,Sriperumbudur,Kanchipuram,Chennai Metro,SC
29,A.GNANASEKARAN,Tamizhaga Vaazhvurimai Katchi,271,85.37,Tamizhaga Vaazhvurimai Katchi,Sriperumbudur,Kanchipuram,Chennai Metro,SC
29,P. VEDHAGIRI,IND,258,85.37,IND,Sriperumbudur,Kanchipuram,Chennai Metro,SC
29,G. RAJATHI,IND,211,85.37,IND,Sriperumbudur,Kanchipuram,Chennai Metro,SC
29,J. NITHYA,IND,176,85.37,IND,Sriperumbudur,Kanchipuram,Chennai Metro,SC
29,ELANGOVAN SIVAKUMAR,IND,112,85.37,IND,Sriperumbudur,Kanchipuram,Chennai Metro,SC
29,E. MURUGAN,IND,112,85.37,IND,Sriperumbudur,Kanchipuram,Chennai Metro,SC
30,J.KAMATCHI,TVK,133611,71.02,TVK,Pallavaram,Kanchipuram,Chennai Metro,GEN
30,D.MURUGESAN,DMDK,78918,71.02,DMDK,Pallavaram,Kanchipuram,Chennai Metro,GEN
30,V.VENKATESAN,AIADMK,48921,71.02,AIADMK,Pallavaram,Kanchipuram,Chennai Metro,GEN
30,DR.R.KARTHIKEYAN,NTK,14065,71.02,NTK,Pallavaram,Kanchipuram,Chennai Metro,GEN
30,NOTA,NOTA,1602,71.02,NOTA,Pallavaram,Kanchipuram,Chennai Metro,GEN
30,RAJESH T R,IND,1277,71.02,IND,Pallavaram,Kanchipuram,Chennai Metro,GEN
30,N.BHARATHI,Bahujan Samaj Party,562,71.02,BSP,Pallavaram,Kanchipuram,Chennai Metro,GEN
30,A.THANGARAJ,Puthiya Tamilagam,555,71.02,Puthiya Tamilagam,Pallavaram,Kanchipuram,Chennai Metro,GEN
30,B.RAJESWARI,Naadaalum Makkal Katchi,443,71.02,Naadaalum Makkal Katchi,Pallavaram,Kanchipuram,Chennai Metro,GEN
30,N.RAMKUMAR,IND,429,71.02,IND,Pallavaram,Kanchipuram,Chennai Metro,GEN
30,M.L.RAVI,Desiya Makkal Sakthi Katchi,377,71.02,Desiya Makkal Sakthi Katchi,Pallavaram,Kanchipuram,Chennai Metro,GEN
30,T.AMIRTHA KANTHAN,Naam Indiar Party,349,71.02,Naam Indiar Party,Pallavaram,Kanchipuram,Chennai Metro,GEN
30,M.SIVAKUMAR,IND,322,71.02,IND,Pallavaram,Kanchipuram,Chennai Metro,GEN
30,R.MUTHUKUMAR,IND,298,71.02,IND,Pallavaram,Kanchipuram,Chennai Metro,GEN
30,S.RAHAMATHULLA,Tamizhaga Vaazhvurimai Katchi,294,71.02,Tamizhaga Vaazhvurimai Katchi,Pallavaram,Kanchipuram,Chennai Metro,GEN
30,G.RAMESHBABU,Indhu Dravida Makkal Katchi,283,71.02,Indhu Dravida Makkal Katchi,Pallavaram,Kanchipuram,Chennai Metro,GEN
30,S.SATHIYARAJ,IND,235,71.02,IND,Pallavaram,Kanchipuram,Chennai Metro,GEN
30,R.JAWAHAR,IND,233,71.02,IND,Pallavaram,Kanchipuram,Chennai Metro,GEN
30,R.RAJKUMAR,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,231,71.02,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,Pallavaram,Kanchipuram,Chennai Metro,GEN
30,G.JOHN PANDIAN,IND,212,71.02,IND,Pallavaram,Kanchipuram,Chennai Metro,GEN
30,S.SUNDARAMOORTHY PANDIYAR,IND,180,71.02,IND,Pallavaram,Kanchipuram,Chennai Metro,GEN
30,P.RAVICHANDRAN,IND,103,71.02,IND,Pallavaram,Kanchipuram,Chennai Metro,GEN
30,S.VETRI VEL,IND,99,71.02,IND,Pallavaram,Kanchipuram,Chennai Metro,GEN
30,M.SANKAR,IND,78,71.02,IND,Pallavaram,Kanchipuram,Chennai Metro,GEN
31,D.SARATHKUMAR,TVK,118967,70.99,TVK,Tambaram,Kanchipuram,Chennai Metro,GEN
31,R.S.KIRUTHIKA DEVI,DMK,83346,70.99,DMK,Tambaram,Kanchipuram,Chennai Metro,GEN
31,C.RAJENDRAN,AIADMK,61991,70.99,AIADMK,Tambaram,Kanchipuram,Chennai Metro,GEN
31,S.TAMILCHELVI,NTK,11627,70.99,NTK,Tambaram,Kanchipuram,Chennai Metro,GEN
31,NOTA,NOTA,1512,70.99,NOTA,Tambaram,Kanchipuram,Chennai Metro,GEN
31,M.RAJA,Bahujan Samaj Party,290,70.99,BSP,Tambaram,Kanchipuram,Chennai Metro,GEN
31,M. JACOB,IND,180,70.99,IND,Tambaram,Kanchipuram,Chennai Metro,GEN
31,SARATHKUMAR. R,IND,162,70.99,IND,Tambaram,Kanchipuram,Chennai Metro,GEN
31,SIVARAMAN.S,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,158,70.99,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,Tambaram,Kanchipuram,Chennai Metro,GEN
31,S.KARTHIK,IND,115,70.99,IND,Tambaram,Kanchipuram,Chennai Metro,GEN
31,T.DHIVAKARAN,IND,98,70.99,IND,Tambaram,Kanchipuram,Chennai Metro,GEN
31,R.RAVIKUMAR,IND,94,70.99,IND,Tambaram,Kanchipuram,Chennai Metro,GEN
31,P.PON RAJA,Tamizhaga Vaazhvurimai Katchi,88,70.99,Tamizhaga Vaazhvurimai Katchi,Tambaram,Kanchipuram,Chennai Metro,GEN
31,THAMBIRAJ.E,Naam Indiar Party,69,70.99,Naam Indiar Party,Tambaram,Kanchipuram,Chennai Metro,GEN
31,S.BALASUBRAMANIAN,IND,62,70.99,IND,Tambaram,Kanchipuram,Chennai Metro,GEN
31,S.PARTHIBAN,Democratic National Allegiance,50,70.99,Democratic National Allegiance,Tambaram,Kanchipuram,Chennai Metro,GEN
32,S. THIYAGARAJAN,TVK,137136,75.08,TVK,Chengalpattu,Kanchipuram,Chennai Metro,GEN
32,KARTHIKDHANDAPANI,DMK,101495,75.08,DMK,Chengalpattu,Kanchipuram,Chennai Metro,GEN
32,M.GAJENDRAN,AIADMK,69763,75.08,AIADMK,Chengalpattu,Kanchipuram,Chennai Metro,GEN
32,AMUTHA.N,NTK,12032,75.08,NTK,Chengalpattu,Kanchipuram,Chennai Metro,GEN
32,NOTA,NOTA,1395,75.08,NOTA,Chengalpattu,Kanchipuram,Chennai Metro,GEN
32,S.SELVAM (A) CHELLA,Tamizhaga Vaazhvurimai Katchi,381,75.08,Tamizhaga Vaazhvurimai Katchi,Chengalpattu,Kanchipuram,Chennai Metro,GEN
32,S. SARAVANAN,Bahujan Samaj Party,374,75.08,BSP,Chengalpattu,Kanchipuram,Chennai Metro,GEN
32,M.ANANDAN,IND,299,75.08,IND,Chengalpattu,Kanchipuram,Chennai Metro,GEN
32,C.VIMALRAJ,IND,290,75.08,IND,Chengalpattu,Kanchipuram,Chennai Metro,GEN
32,P.GEORGE DEVADOSS,IND,184,75.08,IND,Chengalpattu,Kanchipuram,Chennai Metro,GEN
32,V. RAMAKRISHNAN,IND,166,75.08,IND,Chengalpattu,Kanchipuram,Chennai Metro,GEN
32,S.DELHI BABU,IND,127,75.08,IND,Chengalpattu,Kanchipuram,Chennai Metro,GEN
32,A.ESAKKIAPPAN,IND,122,75.08,IND,Chengalpattu,Kanchipuram,Chennai Metro,GEN
32,KARTHICK.A,IND,107,75.08,IND,Chengalpattu,Kanchipuram,Chennai Metro,GEN
32,T. PREM BALAJI,IND,71,75.08,IND,Chengalpattu,Kanchipuram,Chennai Metro,GEN
32,G. CHRISTOPHER,IND,68,75.08,IND,Chengalpattu,Kanchipuram,Chennai Metro,GEN
33,B.VIJAYARAJ,TVK,110095,87.94,TVK,Thiruporur,Kanchipuram,North,GEN
33,R. PANNEERDOSS,VCK,70744,87.94,VCK,Thiruporur,Kanchipuram,North,GEN
33,K. BALU,PMK,67392,87.94,PMK,Thiruporur,Kanchipuram,North,GEN
33,AMBETH RAJAN,NTK,9616,87.94,NTK,Thiruporur,Kanchipuram,North,GEN
33,NOTA,NOTA,1248,87.94,NOTA,Thiruporur,Kanchipuram,North,GEN
33,D. PANNEERSELVAM,IND,784,87.94,IND,Thiruporur,Kanchipuram,North,GEN
33,S. MESHAK,IND,632,87.94,IND,Thiruporur,Kanchipuram,North,GEN
33,Dr.D.VINOTH KUMAR,Bahujan Samaj Party,535,87.94,BSP,Thiruporur,Kanchipuram,North,GEN
33,A.SELVARAJ,Mannin Maithargal Kazhagam,524,87.94,Mannin Maithargal Kazhagam,Thiruporur,Kanchipuram,North,GEN
33,V M CHANDIRAN,IND,326,87.94,IND,Thiruporur,Kanchipuram,North,GEN
33,V. DESAPPAN,Samata Party,308,87.94,Samata Party,Thiruporur,Kanchipuram,North,GEN
33,S. GNANASEKARAN,IND,205,87.94,IND,Thiruporur,Kanchipuram,North,GEN
34,RAJASEKAR. E,AIADMK,63809,90.31,AIADMK,Cheyyur,Kanchipuram,North,SC
34,MOHAN RAJA.M.G.K,TVK,58141,90.31,TVK,Cheyyur,Kanchipuram,North,SC
34,SINTHANAI SELVAN,VCK,57909,90.31,VCK,Cheyyur,Kanchipuram,North,SC
34,SWATHILAKSHMI SEKAR,NTK,4853,90.31,NTK,Cheyyur,Kanchipuram,North,SC
34,NOTA,NOTA,783,90.31,NOTA,Cheyyur,Kanchipuram,North,SC
34,MURUGAVEL. A,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,408,90.31,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,Cheyyur,Kanchipuram,North,SC
34,GANGADURAI. K,Tamizhaga Vaazhvurimai Katchi,375,90.31,Tamizhaga Vaazhvurimai Katchi,Cheyyur,Kanchipuram,North,SC
34,RAJA. K,IND,345,90.31,IND,Cheyyur,Kanchipuram,North,SC
34,AMBETHKAR. S,IND,319,90.31,IND,Cheyyur,Kanchipuram,North,SC
34,GOPIKRISHNA. D,IND,168,90.31,IND,Cheyyur,Kanchipuram,North,SC
34,JEGAN. M,IND,157,90.31,IND,Cheyyur,Kanchipuram,North,SC
34,EZHIL. E,IND,135,90.31,IND,Cheyyur,Kanchipuram,North,SC
34,KRISHNAKANTH. E,IND,103,90.31,IND,Cheyyur,Kanchipuram,North,SC
34,ARUN. C,IND,79,90.31,IND,Cheyyur,Kanchipuram,North,SC
35,MARAGATHAM KUMARAVEL.K,AIADMK,69284,89.88,AIADMK,Maduranthakam,Kanchipuram,North,SC
35,EZHIL KATHARINE EZHILMALAI,TVK,62090,89.88,TVK,Maduranthakam,Kanchipuram,North,SC
35,S.AMULU PONMALAR,DMK,59838,89.88,DMK,Maduranthakam,Kanchipuram,North,SC
35,G.JANAKIRAMAN,NTK,4950,89.88,NTK,Maduranthakam,Kanchipuram,North,SC
35,NOTA,NOTA,797,89.88,NOTA,Maduranthakam,Kanchipuram,North,SC
35,NEELAM E.RAMKUMAR,Bahujan Samaj Party,374,89.88,BSP,Maduranthakam,Kanchipuram,North,SC
35,RANJITHAM.M,IND,357,89.88,IND,Maduranthakam,Kanchipuram,North,SC
35,R.SUGAN,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,237,89.88,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,Maduranthakam,Kanchipuram,North,SC
35,S.PUNNIYAKOTTI,Tamizhaga Vaazhvurimai Katchi,206,89.88,Tamizhaga Vaazhvurimai Katchi,Maduranthakam,Kanchipuram,North,SC
35,M.KADIRVEL,IND,118,89.88,IND,Maduranthakam,Kanchipuram,North,SC
36,MUNIRATHINAM.J,TVK,84917,93.17,TVK,Uthiramerur,Kanchipuram,North,GEN
36,SUNDAR.K,DMK,70694,93.17,DMK,Uthiramerur,Kanchipuram,North,GEN
36,MAGESHKUMAR.P,PMK,62809,93.17,PMK,Uthiramerur,Kanchipuram,North,GEN
36,MARAM MASILAMANI.B.S,NTK,5783,93.17,NTK,Uthiramerur,Kanchipuram,North,GEN
36,NOTA,NOTA,1114,93.17,NOTA,Uthiramerur,Kanchipuram,North,GEN
36,DEVARAJAN.C,IND,551,93.17,IND,Uthiramerur,Kanchipuram,North,GEN
36,DEVENTHIRAMOORTHY.S,IND,390,93.17,IND,Uthiramerur,Kanchipuram,North,GEN
36,SIVAKUMAR.A,Desiya Makkal Sakthi Katchi,342,93.17,Desiya Makkal Sakthi Katchi,Uthiramerur,Kanchipuram,North,GEN
36,JAKIRUSAN.D,Tamizhaga Vaazhvurimai Katchi,235,93.17,Tamizhaga Vaazhvurimai Katchi,Uthiramerur,Kanchipuram,North,GEN
36,ANBU.V,IND,221,93.17,IND,Uthiramerur,Kanchipuram,North,GEN
36,MAHESWARI.J,IND,212,93.17,IND,Uthiramerur,Kanchipuram,North,GEN
36,MAGESH KUMAR.T,IND,207,93.17,IND,Uthiramerur,Kanchipuram,North,GEN
36,GUNASEKAR.V,IND,125,93.17,IND,Uthiramerur,Kanchipuram,North,GEN
36,CITTIBABU.R,IND,95,93.17,IND,Uthiramerur,Kanchipuram,North,GEN
36,KAMALAKANNAN.K,IND,70,93.17,IND,Uthiramerur,Kanchipuram,North,GEN
37,R.V. RANJITHKUMAR,TVK,91350,85.26,TVK,Kancheepuram,Kanchipuram,North,GEN
37,V. SOMASUNDARAM,AIADMK,75862,85.26,AIADMK,Kancheepuram,Kanchipuram,North,GEN
37,NITHYA SUGUMAR,DMK,69344,85.26,DMK,Kancheepuram,Kanchipuram,North,GEN
37,VETRISELVI,NTK,6950,85.26,NTK,Kancheepuram,Kanchipuram,North,GEN
37,NOTA,NOTA,1078,85.26,NOTA,Kancheepuram,Kanchipuram,North,GEN
37,G. BABU,IND,364,85.26,IND,Kancheepuram,Kanchipuram,North,GEN
37,M. MEGANATHAN,IND,286,85.26,IND,Kancheepuram,Kanchipuram,North,GEN
37,M. NANDHAKUMAR,Anti Corruption Dynamic Party,217,85.26,Anti Corruption Dynamic Party,Kancheepuram,Kanchipuram,North,GEN
37,V. NARESH,Tamizhaga Vaazhvurimai Katchi,178,85.26,Tamizhaga Vaazhvurimai Katchi,Kancheepuram,Kanchipuram,North,GEN
37,E. DHAKSHNAMOORTHY,IND,178,85.26,IND,Kancheepuram,Kanchipuram,North,GEN
37,M. BALAJI,IND,138,85.26,IND,Kancheepuram,Kanchipuram,North,GEN
37,P. VENKATESAN,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,110,85.26,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,Kancheepuram,Kanchipuram,North,GEN
37,V. SOMASUNDARAM,IND,78,85.26,IND,Kancheepuram,Kanchipuram,North,GEN
37,GNANAMOORTHY,IND,74,85.26,IND,Kancheepuram,Kanchipuram,North,GEN
37,M. SOMASUNDARAM,IND,68,85.26,IND,Kancheepuram,Kanchipuram,North,GEN
37,C. DILLIBABU,IND,42,85.26,IND,Kancheepuram,Kanchipuram,North,GEN
38,V. GANDHIRAJ,TVK,73776,88.46,TVK,Arakonam,Vellore,North,SC
38,EZHIL CAROLINE,VCK,50655,88.46,VCK,Arakonam,Vellore,North,SC
38,S. RAVI,AIADMK,50052,88.46,AIADMK,Arakonam,Vellore,North,SC
38,K. RAJKUMAR,NTK,5191,88.46,NTK,Arakonam,Vellore,North,SC
38,NOTA,NOTA,899,88.46,NOTA,Arakonam,Vellore,North,SC
38,P. SUDHAKAR,Bahujan Samaj Party,451,88.46,BSP,Arakonam,Vellore,North,SC
38,VETRIVEL. M,Aanaithinthiya Jananayaka Pathukappu Kazhagam,251,88.46,Aanaithinthiya Jananayaka Pathukappu Kazhagam,Arakonam,Vellore,North,SC
38,N. PRAVEENKUMAR,IND,238,88.46,IND,Arakonam,Vellore,North,SC
38,N. LAKSHMIPATHY,Tamizhaga Vaazhvurimai Katchi,229,88.46,Tamizhaga Vaazhvurimai Katchi,Arakonam,Vellore,North,SC
38,T. MURALIDHARAN,IND,197,88.46,IND,Arakonam,Vellore,North,SC
38,M. SANTHANAM,IND,150,88.46,IND,Arakonam,Vellore,North,SC
38,G. MOHAN,IND,106,88.46,IND,Arakonam,Vellore,North,SC
38,M. MANIKANDAN,IND,75,88.46,IND,Arakonam,Vellore,North,SC
38,P. GOVINDARAJ,IND,70,88.46,IND,Arakonam,Vellore,North,SC
39,G.KAPIL,TVK,84506,94.26,TVK,Sholinghur,Vellore,North,GEN
39,K.SARAVANAN,PMK,78820,94.26,PMK,Sholinghur,Vellore,North,GEN
39,A.M.MUNIRATHINAM,INC,57997,94.26,INC,Sholinghur,Vellore,North,GEN
39,A.ASHOK KUMAR,NTK,6468,94.26,NTK,Sholinghur,Vellore,North,GEN
