ac_number,candidate,party,votes,turnout,party_std,constituency,district,region,reserved
27,R.MURUGAN,DMDK,3912,55.51,DMDK,Shozhinganallur,Kanchipuram,Chennai Metro,GEN
27,None Of The Above,NOTA,3030,55.51,NOTA,Shozhinganallur,Kanchipuram,Chennai Metro,GEN
27,K.SURJITHKUMAR,IND,676,55.51,IND,Shozhinganallur,Kanchipuram,Chennai Metro,GEN
27,G.PRAKASH ROBERT,BSP,554,55.51,BSP,Shozhinganallur,Kanchipuram,Chennai Metro,GEN
27,S.SENTHIL,IND,477,55.51,IND,Shozhinganallur,Kanchipuram,Chennai Metro,GEN
27,H.ARAVINDHKUMAR,IND,452,55.51,IND,Shozhinganallur,Kanchipuram,Chennai Metro,GEN
27,M.RAJESWARIPRIYA,Anaithu Makkal Arasiyal Katchi,427,55.51,Anaithu Makkal Arasiyal Katchi,Shozhinganallur,Kanchipuram,Chennai Metro,GEN
27,K.SENTHILKUMAR,IND,310,55.51,IND,Shozhinganallur,Kanchipuram,Chennai Metro,GEN
27,R.SELVAVIGNESH,IND,176,55.51,IND,Shozhinganallur,Kanchipuram,Chennai Metro,GEN
27,A.I.AHAMED SHAH,IND,172,55.51,IND,Shozhinganallur,Kanchipuram,Chennai Metro,GEN
27,T.ELUMALAI,Anna MGR Dravida Munnetra Kazhagam,160,55.51,Anna MGR Dravida Munnetra Kazhagam,Shozhinganallur,Kanchipuram,Chennai Metro,GEN
27,D.SRINIVASAN,IND,149,55.51,IND,Shozhinganallur,Kanchipuram,Chennai Metro,GEN
27,Dr. V.KANDAN,IND,147,55.51,IND,Shozhinganallur,Kanchipuram,Chennai Metro,GEN
27,G.VELAVAN,IND,134,55.51,IND,Shozhinganallur,Kanchipuram,Chennai Metro,GEN
27,E.RAJESH,IND,127,55.51,IND,Shozhinganallur,Kanchipuram,Chennai Metro,GEN
27,D.VENUGOPAL,IND,117,55.51,IND,Shozhinganallur,Kanchipuram,Chennai Metro,GEN
27,D.KALANITHI,IND,96,55.51,IND,Shozhinganallur,Kanchipuram,Chennai Metro,GEN
27,R.RAVICHANDRAN,IND,95,55.51,IND,Shozhinganallur,Kanchipuram,Chennai Metro,GEN
27,P.ARULRAJ,IND,72,55.51,IND,Shozhinganallur,Kanchipuram,Chennai Metro,GEN
27,K.NARASIMMAN,IND,58,55.51,IND,Shozhinganallur,Kanchipuram,Chennai Metro,GEN
27,A.DHANASEKAR,IND,57,55.51,IND,Shozhinganallur,Kanchipuram,Chennai Metro,GEN
27,S.PRITHIVIRAJ,IND,45,55.51,IND,Shozhinganallur,Kanchipuram,Chennai Metro,GEN
27,A.MOHAMMED GANI,IND,45,55.51,IND,Shozhinganallur,Kanchipuram,Chennai Metro,GEN
28,T.M.Anbarasan,DMK,116785,60.82,DMK,Alandur,Kanchipuram,Chennai Metro,GEN
28,B.Valarmathi,AIADMK,76214,60.82,AIADMK,Alandur,Kanchipuram,Chennai Metro,GEN
28,Sarathbabu,MNM,21117,60.82,MNM,Alandur,Kanchipuram,Chennai Metro,GEN
28,Dr.R.Karthikeyan,NTK,16506,60.82,NTK,Alandur,Kanchipuram,Chennai Metro,GEN
28,None Of The Above,NOTA,1888,60.82,NOTA,Alandur,Kanchipuram,Chennai Metro,GEN
28,M Mohammed Thameem Ansari,SDPI,1761,60.82,SDPI,Alandur,Kanchipuram,Chennai Metro,GEN
28,G Kamalakannan,Tamil Nadu Ilangyar Katchi,1105,60.82,Tamil Nadu Ilangyar Katchi,Alandur,Kanchipuram,Chennai Metro,GEN
28,N.Raja,Desiya Makkal Sakthi Katchi,265,60.82,Desiya Makkal Sakthi Katchi,Alandur,Kanchipuram,Chennai Metro,GEN
28,A.Abrahamlincon,IND,260,60.82,IND,Alandur,Kanchipuram,Chennai Metro,GEN
28,M.Valarmathi,IND,239,60.82,IND,Alandur,Kanchipuram,Chennai Metro,GEN
28,Ali Mohamed,IND,220,60.82,IND,Alandur,Kanchipuram,Chennai Metro,GEN
28,E.Anbarasu,IND,202,60.82,IND,Alandur,Kanchipuram,Chennai Metro,GEN
28,Subashree,Anaithu Makkal Arasiyal Katchi,187,60.82,Anaithu Makkal Arasiyal Katchi,Alandur,Kanchipuram,Chennai Metro,GEN
28,S.Sridhar,IND,156,60.82,IND,Alandur,Kanchipuram,Chennai Metro,GEN
28,P.Sathiyaraj,IND,140,60.82,IND,Alandur,Kanchipuram,Chennai Metro,GEN
28,M Anbarasu,IND,108,60.82,IND,Alandur,Kanchipuram,Chennai Metro,GEN
28,Nithyanandham S,IND,107,60.82,IND,Alandur,Kanchipuram,Chennai Metro,GEN
28,S.Anbarasu,IND,84,60.82,IND,Alandur,Kanchipuram,Chennai Metro,GEN
28,M.Ashok Kumar,IND,74,60.82,IND,Alandur,Kanchipuram,Chennai Metro,GEN
28,Dr.R.Suresh,Bhartiya Manavadhikaar Federal Party,63,60.82,Bhartiya Manavadhikaar Federal Party,Alandur,Kanchipuram,Chennai Metro,GEN
28,Rajesh Chinnadurai,National Democratic Party of South India,60,60.82,National Democratic Party of South India,Alandur,Kanchipuram,Chennai Metro,GEN
28,S.V.Saravanan,IND,56,60.82,IND,Alandur,Kanchipuram,Chennai Metro,GEN
28,J.Vincent,RPI(A),46,60.82,RPI(A),Alandur,Kanchipuram,Chennai Metro,GEN
28,K Saravanan,IND,40,60.82,IND,Alandur,Kanchipuram,Chennai Metro,GEN
28,C Saravanan,IND,40,60.82,IND,Alandur,Kanchipuram,Chennai Metro,GEN
28,B Raji,IND,28,60.82,IND,Alandur,Kanchipuram,Chennai Metro,GEN
29,SELVAPERUNTHAGAI,INC,115353,73.94,INC,Sriperumbudur,Kanchipuram,Chennai Metro,SC
29,PALANI,AIADMK,104474,73.94,AIADMK,Sriperumbudur,Kanchipuram,Chennai Metro,SC
29,PUSHPARAJ,NTK,22034,73.94,NTK,Sriperumbudur,Kanchipuram,Chennai Metro,SC
29,THANIGAIVEL,MNM,8870,73.94,MNM,Sriperumbudur,Kanchipuram,Chennai Metro,SC
29,VAIRAMUTHU,IND,6340,73.94,IND,Sriperumbudur,Kanchipuram,Chennai Metro,SC
29,PERUMAL,AMMK,3144,73.94,AMMK,Sriperumbudur,Kanchipuram,Chennai Metro,SC
29,None Of The Above,NOTA,2139,73.94,NOTA,Sriperumbudur,Kanchipuram,Chennai Metro,SC
29,VINOTH,BSP,803,73.94,BSP,Sriperumbudur,Kanchipuram,Chennai Metro,SC
29,SAROJA,IND,282,73.94,IND,Sriperumbudur,Kanchipuram,Chennai Metro,SC
29,LEENA,IND,138,73.94,IND,Sriperumbudur,Kanchipuram,Chennai Metro,SC
29,VEDHAGIRI,IND,135,73.94,IND,Sriperumbudur,Kanchipuram,Chennai Metro,SC
29,DEVARAJAN,IND,129,73.94,IND,Sriperumbudur,Kanchipuram,Chennai Metro,SC
29,VASANTHI,IND,124,73.94,IND,Sriperumbudur,Kanchipuram,Chennai Metro,SC
29,LOKESH,Desiya Makkal Sakthi Katchi,123,73.94,Desiya Makkal Sakthi Katchi,Sriperumbudur,Kanchipuram,Chennai Metro,SC
29,SUDHAKAR,IND,100,73.94,IND,Sriperumbudur,Kanchipuram,Chennai Metro,SC
29,PARTHIBAN,IND,74,73.94,IND,Sriperumbudur,Kanchipuram,Chennai Metro,SC
30,KARUNANITHI,DMK,126427,60.86,DMK,Pallavaram,Kanchipuram,Chennai Metro,GEN
30,RAJENDRAN,AIADMK,88646,60.86,AIADMK,Pallavaram,Kanchipuram,Chennai Metro,GEN
30,MINISHREE KANAGARAJ,NTK,21362,60.86,NTK,Pallavaram,Kanchipuram,Chennai Metro,GEN
30,SENTHIL KUMAR,MNM,20612,60.86,MNM,Pallavaram,Kanchipuram,Chennai Metro,GEN
30,MURUGESAN,DMDK,3718,60.86,DMDK,Pallavaram,Kanchipuram,Chennai Metro,GEN
30,None Of The Above,NOTA,1945,60.86,NOTA,Pallavaram,Kanchipuram,Chennai Metro,GEN
30,SERMA SELVARAJ,Desiya Makkal Sakthi Katchi,525,60.86,Desiya Makkal Sakthi Katchi,Pallavaram,Kanchipuram,Chennai Metro,GEN
30,KARTHICK,BSP,519,60.86,BSP,Pallavaram,Kanchipuram,Chennai Metro,GEN
30,GOKULKRISHNAN,Tamil Nadu Ilangyar Katchi,432,60.86,Tamil Nadu Ilangyar Katchi,Pallavaram,Kanchipuram,Chennai Metro,GEN
30,KUMARA DOSS,IND,274,60.86,IND,Pallavaram,Kanchipuram,Chennai Metro,GEN
30,SADAM HUSSAIN,IND,267,60.86,IND,Pallavaram,Kanchipuram,Chennai Metro,GEN
30,SATHYASEELAN,LJP,234,60.86,LJP,Pallavaram,Kanchipuram,Chennai Metro,GEN
30,AJITHKUMAR,Puthiya Tamilagam,202,60.86,Puthiya Tamilagam,Pallavaram,Kanchipuram,Chennai Metro,GEN
30,VEERALAKSHMI,My India Party,171,60.86,My India Party,Pallavaram,Kanchipuram,Chennai Metro,GEN
30,BALAJI,IND,167,60.86,IND,Pallavaram,Kanchipuram,Chennai Metro,GEN
30,KANAGARAJ,IND,133,60.86,IND,Pallavaram,Kanchipuram,Chennai Metro,GEN
30,MICHAEL,IND,124,60.86,IND,Pallavaram,Kanchipuram,Chennai Metro,GEN
30,RAMACHANDRAN.R,IND,96,60.86,IND,Pallavaram,Kanchipuram,Chennai Metro,GEN
30,PERUMAL,IND,86,60.86,IND,Pallavaram,Kanchipuram,Chennai Metro,GEN
30,SASIKUMAR LAKSHMIPATHY,National Democratic Party of South India,85,60.86,National Democratic Party of South India,Pallavaram,Kanchipuram,Chennai Metro,GEN
30,SRIDHARAN,Dravida Murpokku Makkal Katchi,69,60.86,Dravida Murpokku Makkal Katchi,Pallavaram,Kanchipuram,Chennai Metro,GEN
30,KUMAR,Anna MGR Dravida Makkal Kalgam,59,60.86,Anna MGR Dravida Makkal Kalgam,Pallavaram,Kanchipuram,Chennai Metro,GEN
30,BHASKARAN,IND,41,60.86,IND,Pallavaram,Kanchipuram,Chennai Metro,GEN
31,Raja.S.R,DMK,116840,59.55,DMK,Tambaram,Kanchipuram,Chennai Metro,GEN
31,Chinnaiyah.T.K.M,AIADMK,80016,59.55,AIADMK,Tambaram,Kanchipuram,Chennai Metro,GEN
31,Elango.Siva,MNM,22530,59.55,MNM,Tambaram,Kanchipuram,Chennai Metro,GEN
31,Sureshkumar.T,NTK,19494,59.55,NTK,Tambaram,Kanchipuram,Chennai Metro,GEN
31,Karikalan.M,AMMK,4207,59.55,AMMK,Tambaram,Kanchipuram,Chennai Metro,GEN
31,None Of The Above,NOTA,2284,59.55,NOTA,Tambaram,Kanchipuram,Chennai Metro,GEN
31,Abdulnazar P A,Tamil Nadu Ilangyar Katchi,1351,59.55,Tamil Nadu Ilangyar Katchi,Tambaram,Kanchipuram,Chennai Metro,GEN
31,Harikrishnan.R,BSP,317,59.55,BSP,Tambaram,Kanchipuram,Chennai Metro,GEN
31,Laksmanan N.,IND,264,59.55,IND,Tambaram,Kanchipuram,Chennai Metro,GEN
31,Sigamani S,IND,247,59.55,IND,Tambaram,Kanchipuram,Chennai Metro,GEN
31,KRISHNA T V N H S R.,IND,215,59.55,IND,Tambaram,Kanchipuram,Chennai Metro,GEN
31,KAMATCHI U.,Anaithu Makkal Arasiyal Katchi,199,59.55,Anaithu Makkal Arasiyal Katchi,Tambaram,Kanchipuram,Chennai Metro,GEN
31,Sivaraman.S,IND,169,59.55,IND,Tambaram,Kanchipuram,Chennai Metro,GEN
31,Rathinakumar R.,IND,151,59.55,IND,Tambaram,Kanchipuram,Chennai Metro,GEN
31,Anand Prabhu B.,IND,122,59.55,IND,Tambaram,Kanchipuram,Chennai Metro,GEN
31,Kannairam.B,IND,117,59.55,IND,Tambaram,Kanchipuram,Chennai Metro,GEN
31,Manojkumar A.,SHS,88,59.55,SHS,Tambaram,Kanchipuram,Chennai Metro,GEN
31,Venkatesan.C,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,73,59.55,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,Tambaram,Kanchipuram,Chennai Metro,GEN
31,Venkatesan Balaji B.,IND,71,59.55,IND,Tambaram,Kanchipuram,Chennai Metro,GEN
31,Justin Charles.P,RPI(A),64,59.55,RPI(A),Tambaram,Kanchipuram,Chennai Metro,GEN
31,Ramu A,National Democratic Party of South India,56,59.55,National Democratic Party of South India,Tambaram,Kanchipuram,Chennai Metro,GEN
31,Thangaraj V.,IND,47,59.55,IND,Tambaram,Kanchipuram,Chennai Metro,GEN
31,Balakrishnan G.,IND,46,59.55,IND,Tambaram,Kanchipuram,Chennai Metro,GEN
32,VARALAKSHMI.M,DMK,130573,63.54,DMK,Chengalpattu,Kanchipuram,Chennai Metro,GEN
32,GAJENDRAN.M,AIADMK,103908,63.54,AIADMK,Chengalpattu,Kanchipuram,Chennai Metro,GEN
32,SANJEEVINATHAN.K,NTK,26868,63.54,NTK,Chengalpattu,Kanchipuram,Chennai Metro,GEN
32,MUTHAMILSELVAN.S,IJK,4146,63.54,IJK,Chengalpattu,Kanchipuram,Chennai Metro,GEN
32,None Of The Above,NOTA,3075,63.54,NOTA,Chengalpattu,Kanchipuram,Chennai Metro,GEN
32,SATHISHKUMAR.A,AMMK,3069,63.54,AMMK,Chengalpattu,Kanchipuram,Chennai Metro,GEN
32,ERANIAPPAN.S,CPI(ML)(L),684,63.54,CPI(ML)(L),Chengalpattu,Kanchipuram,Chennai Metro,GEN
32,DILLIBABU.S,Tipu Sultan Party,404,63.54,Tipu Sultan Party,Chengalpattu,Kanchipuram,Chennai Metro,GEN
32,VEERADOSS.E,IND,344,63.54,IND,Chengalpattu,Kanchipuram,Chennai Metro,GEN
32,SEETHALAKSHMI.I,IND,317,63.54,IND,Chengalpattu,Kanchipuram,Chennai Metro,GEN
32,RAJAGOPAL.G,IND,233,63.54,IND,Chengalpattu,Kanchipuram,Chennai Metro,GEN
32,SARAVANAN.D,All India Jananayaka Makkal Kazhagam,195,63.54,All India Jananayaka Makkal Kazhagam,Chengalpattu,Kanchipuram,Chennai Metro,GEN
32,VASUMATHI.G,Anaithu Makkal Arasiyal Katchi,142,63.54,Anaithu Makkal Arasiyal Katchi,Chengalpattu,Kanchipuram,Chennai Metro,GEN
32,GOPALAKRISHNAN.N,IND,129,63.54,IND,Chengalpattu,Kanchipuram,Chennai Metro,GEN
33,S.S.Balaji,VCK,93954,76.36,VCK,Thiruporur,Kanchipuram,North,GEN
33,Arumugam.K,PMK,92007,76.36,PMK,Thiruporur,Kanchipuram,North,GEN
33,Mohana Sundari.S,NTK,20428,76.36,NTK,Thiruporur,Kanchipuram,North,GEN
33,Lavanya.N,MNM,8194,76.36,MNM,Thiruporur,Kanchipuram,North,GEN
33,Kothandapani.M,AMMK,7662,76.36,AMMK,Thiruporur,Kanchipuram,North,GEN
33,None Of The Above,NOTA,1982,76.36,NOTA,Thiruporur,Kanchipuram,North,GEN
33,V.K.Pakkiri Ambadkar,BSP,1135,76.36,BSP,Thiruporur,Kanchipuram,North,GEN
33,A.Joshva,IND,367,76.36,IND,Thiruporur,Kanchipuram,North,GEN
33,S.Nataraj,IND,271,76.36,IND,Thiruporur,Kanchipuram,North,GEN
33,U.Akbar Bhasha,IND,268,76.36,IND,Thiruporur,Kanchipuram,North,GEN
33,D.Ravi,IND,268,76.36,IND,Thiruporur,Kanchipuram,North,GEN
33,M.Duraisamy,IND,193,76.36,IND,Thiruporur,Kanchipuram,North,GEN
34,Babu M,VCK,82750,77.88,VCK,Cheyyur,Kanchipuram,North,SC
34,Kanitha S,AIADMK,78708,77.88,AIADMK,Cheyyur,Kanchipuram,North,SC
34,Rajesh R,NTK,9653,77.88,NTK,Cheyyur,Kanchipuram,North,SC
34,Siva A,DMDK,3054,77.88,DMDK,Cheyyur,Kanchipuram,North,SC
34,Anbu Tamilsekaran P,MNM,1968,77.88,MNM,Cheyyur,Kanchipuram,North,SC
34,None Of The Above,NOTA,1141,77.88,NOTA,Cheyyur,Kanchipuram,North,SC
34,Ilayaraja S,BSP,964,77.88,BSP,Cheyyur,Kanchipuram,North,SC
34,Vinoth M,IND,403,77.88,IND,Cheyyur,Kanchipuram,North,SC
34,Babu E,IND,263,77.88,IND,Cheyyur,Kanchipuram,North,SC
34,Amarnath B,IND,216,77.88,IND,Cheyyur,Kanchipuram,North,SC
35,Maragatham. K,AIADMK,86646,80.65,AIADMK,Maduranthakam,Kanchipuram,North,SC
35,Sathya. C.E,DMK,83076,80.65,DMK,Maduranthakam,Kanchipuram,North,SC
35,Sumitha. P,NTK,9293,80.65,NTK,Maduranthakam,Kanchipuram,North,SC
35,Moorthi . N,DMDK,2137,80.65,DMDK,Maduranthakam,Kanchipuram,North,SC
35,Dinesh. K,MNM,1488,80.65,MNM,Maduranthakam,Kanchipuram,North,SC
35,None Of The Above,NOTA,1371,80.65,NOTA,Maduranthakam,Kanchipuram,North,SC
35,Tamizhselvan. S,IND,639,80.65,IND,Maduranthakam,Kanchipuram,North,SC
35,Madhanraj. M,BSP,587,80.65,BSP,Maduranthakam,Kanchipuram,North,SC
35,Kothandan. A,Desiya Sirupanmayinar Makkal Iyakkam,251,80.65,Desiya Sirupanmayinar Makkal Iyakkam,Maduranthakam,Kanchipuram,North,SC
35,Ranjitham. M,IND,233,80.65,IND,Maduranthakam,Kanchipuram,North,SC
35,Subash. S,Makkal Munnetra Peravai,121,80.65,Makkal Munnetra Peravai,Maduranthakam,Kanchipuram,North,SC
36,SUNDAR K,DMK,93427,80.1,DMK,Uthiramerur,Kanchipuram,North,GEN
36,SOMASUNDARAM V,AIADMK,91805,80.1,AIADMK,Uthiramerur,Kanchipuram,North,GEN
36,KAMACTHI.S,NTK,11405,80.1,NTK,Uthiramerur,Kanchipuram,North,GEN
36,RANJITHKUMAR.R.V,AMMK,7211,80.1,AMMK,Uthiramerur,Kanchipuram,North,GEN
36,SUSAIAPPAR.A,MNM,2100,80.1,MNM,Uthiramerur,Kanchipuram,North,GEN
36,None Of The Above,NOTA,952,80.1,NOTA,Uthiramerur,Kanchipuram,North,GEN
36,PONNAMBALAM.R,IND,753,80.1,IND,Uthiramerur,Kanchipuram,North,GEN
36,SURESH D,BSP,602,80.1,BSP,Uthiramerur,Kanchipuram,North,GEN
36,MADHAVARAJ.K.V,IND,448,80.1,IND,Uthiramerur,Kanchipuram,North,GEN
36,THANGARAJ.K,IND,333,80.1,IND,Uthiramerur,Kanchipuram,North,GEN
36,JAYABALAN.E,IND,306,80.1,IND,Uthiramerur,Kanchipuram,North,GEN
36,SARAVANAN.A,IND,304,80.1,IND,Uthiramerur,Kanchipuram,North,GEN
36,DEVARAJAN.C,IND,141,80.1,IND,Uthiramerur,Kanchipuram,North,GEN
36,SIVAKUMAR.A,Desiya Makkal Sakthi Katchi,136,80.1,Desiya Makkal Sakthi Katchi,Uthiramerur,Kanchipuram,North,GEN
36,AROKIASAMY.J,IND,104,80.1,IND,Uthiramerur,Kanchipuram,North,GEN
36,GUNASEKAR.V,IND,104,80.1,IND,Uthiramerur,Kanchipuram,North,GEN
36,CHINNASWAMY.T,IND,101,80.1,IND,Uthiramerur,Kanchipuram,North,GEN
36,JAISUDHA.V,RPI(A),85,80.1,RPI(A),Uthiramerur,Kanchipuram,North,GEN
36,JAYARAMAN.C.A,IND,82,80.1,IND,Uthiramerur,Kanchipuram,North,GEN
36,JEEVANANTHAM.D,IND,66,80.1,IND,Uthiramerur,Kanchipuram,North,GEN
36,SIVALINGAM.M,IND,64,80.1,IND,Uthiramerur,Kanchipuram,North,GEN
37,C.V.M.P. Ezhailzrasan,DMK,102712,73.28,DMK,Kancheepuram,Kanchipuram,North,GEN
37,P. Magesh Kumar,PMK,91117,73.28,PMK,Kancheepuram,Kanchipuram,North,GEN
37,S. SALDIN,NTK,13946,73.28,NTK,Kancheepuram,Kanchipuram,North,GEN
37,B. GOPINATH,MNM,12028,73.28,MNM,Kancheepuram,Kanchipuram,North,GEN
37,None Of The Above,NOTA,2539,73.28,NOTA,Kancheepuram,Kanchipuram,North,GEN
37,N. MANOGARAN,AMMK,2301,73.28,AMMK,Kancheepuram,Kanchipuram,North,GEN
37,L. ARULNATHAN,IND,2050,73.28,IND,Kancheepuram,Kanchipuram,North,GEN
37,K. Prabakaran,BSP,1193,73.28,BSP,Kancheepuram,Kanchipuram,North,GEN
37,D.GNANAMOORTHY,IND,415,73.28,IND,Kancheepuram,Kanchipuram,North,GEN
37,M. MEGANATHAN,New Generation People’s Party,248,73.28,New Generation People’s Party,Kancheepuram,Kanchipuram,North,GEN
37,J. JAYARAJ,IND,193,73.28,IND,Kancheepuram,Kanchipuram,North,GEN
37,S. SRINIVASAN,IND,162,73.28,IND,Kancheepuram,Kanchipuram,North,GEN
37,T. MAGESH,IND,157,73.28,IND,Kancheepuram,Kanchipuram,North,GEN
37,R. VINOTHRAJ,IND,133,73.28,IND,Kancheepuram,Kanchipuram,North,GEN
37,P. EZHILARASAN,IND,127,73.28,IND,Kancheepuram,Kanchipuram,North,GEN
37,M.ELANGOVAN,IND,111,73.28,IND,Kancheepuram,Kanchipuram,North,GEN
38,S.RAVI,AIADMK,85399,74.89,AIADMK,Arakonam,Vellore,North,SC
38,GOWTHAMA SANNAH.J,VCK,58230,74.89,VCK,Arakonam,Vellore,North,SC
38,E.ABIRAMI,NTK,14631,74.89,NTK,Arakonam,Vellore,North,SC
38,K.C.MANIVANNAN,AMMK,4777,74.89,AMMK,Arakonam,Vellore,North,SC
38,S.BASKARAN,MNM,3543,74.89,MNM,Arakonam,Vellore,North,SC
38,P.SUDHAKAR,BSP,1825,74.89,BSP,Arakonam,Vellore,North,SC
38,None Of The Above,NOTA,1656,74.89,NOTA,Arakonam,Vellore,North,SC
38,P.RAVI,IND,432,74.89,IND,Arakonam,Vellore,North,SC
38,C.M.GOWTHAMAN,IND,285,74.89,IND,Arakonam,Vellore,North,SC
38,M.MADHANRAJ,IND,184,74.89,IND,Arakonam,Vellore,North,SC
38,C.MOHAN,IND,128,74.89,IND,Arakonam,Vellore,North,SC
38,M.MANIKANDAN,IND,113,74.89,IND,Arakonam,Vellore,North,SC
38,A.GAUTHAMAN,IND,112,74.89,IND,Arakonam,Vellore,North,SC
38,V.RAVI,IND,97,74.89,IND,Arakonam,Vellore,North,SC
39,A.M.MUNIRATHINAM,INC,110228,80.09,INC,Sholinghur,Vellore,North,GEN
39,A.M.KRISHNAN,PMK,83530,80.09,PMK,Sholinghur,Vellore,North,GEN
39,N.G.PARTHIBAN,AMMK,12979,80.09,AMMK,Sholinghur,Vellore,North,GEN
39,Y.R.PAVENDHAN,NTK,9656,80.09,NTK,Sholinghur,Vellore,North,GEN
39,R.JAWAHAR,MNM,1664,80.09,MNM,Sholinghur,Vellore,North,GEN
39,None Of The Above,NOTA,1239,80.09,NOTA,Sholinghur,Vellore,North,GEN
39,T.RAJENDRAN,IND,1015,80.09,IND,Sholinghur,Vellore,North,GEN
39,M.GIRIDHARAN,BSP,614,80.09,BSP,Sholinghur,Vellore,North,GEN
39,M.MUNIRATHINAM,IND,587,80.09,IND,Sholinghur,Vellore,North,GEN
39,J.BALAJI,IND,467,80.09,IND,Sholinghur,Vellore,North,GEN
39,A.PALANI,IND,466,80.09,IND,Sholinghur,Vellore,North,GEN
39,K.MANI,IND,372,80.09,IND,Sholinghur,Vellore,North,GEN
39,N.MANI,IND,326,80.09,IND,Sholinghur,Vellore,North,GEN
39,G.VIJAYAKUMAR,Desiya Sirupanmayinar Makkal Iyakkam,222,80.09,Desiya Sirupanmayinar Makkal Iyakkam,Sholinghur,Vellore,North,GEN
39,P.PARTHIBAN,IND,205,80.09,IND,Sholinghur,Vellore,North,GEN
39,C.MUNIRATHINAM,IND,174,80.09,IND,Sholinghur,Vellore,North,GEN
39,R.VINOTH,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,132,80.09,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,Sholinghur,Vellore,North,GEN
39,K.SEKAR,IND,121,80.09,IND,Sholinghur,Vellore,North,GEN
39,R.ELUMALAI,IND,112,80.09,IND,Sholinghur,Vellore,North,GEN
40,DURAIMURUGAN,DMK,85140,74.0,DMK,Katpadi,Vellore,North,GEN
40,V RAMU,AIADMK,84394,74.0,AIADMK,Katpadi,Vellore,North,GEN
40,S THIRUKKUMARAN,NTK,10449,74.0,NTK,Katpadi,Vellore,North,GEN
40,None Of The Above,NOTA,1889,74.0,NOTA,Katpadi,Vellore,North,GEN
40,A S RAJA,AMMK,1066,74.0,AMMK,Katpadi,Vellore,North,GEN
40,M SUDHARSAN,IJK,1003,74.0,IJK,Katpadi,Vellore,North,GEN
40,V VINAYAGAM,IND,551,74.0,IND,Katpadi,Vellore,North,GEN
40,K RAJA,BSP,374,74.0,BSP,Katpadi,Vellore,North,GEN
40,D RAMU,IND,332,74.0,IND,Katpadi,Vellore,North,GEN
40,R BASKARAN,IND,224,74.0,IND,Katpadi,Vellore,North,GEN
40,J ANANDHI,IND,193,74.0,IND,Katpadi,Vellore,North,GEN
40,P DHANANJAYAN,IND,166,74.0,IND,Katpadi,Vellore,North,GEN
40,ARUMUGAM K P,RPI(A),144,74.0,RPI(A),Katpadi,Vellore,North,GEN
40,RAMAN,IND,144,74.0,IND,Katpadi,Vellore,North,GEN
40,K RAMU,IND,99,74.0,IND,Katpadi,Vellore,North,GEN
40,R S SRIDHAR,Anna MGR Dravida Makkal Kalgam,78,74.0,Anna MGR Dravida Makkal Kalgam,Katpadi,Vellore,North,GEN
41,R.GANDHI,DMK,103291,77.24,DMK,Ranipet,Vellore,North,GEN
41,S.M.SUGUMAR,AIADMK,86793,77.24,AIADMK,Ranipet,Vellore,North,GEN
41,V.SHYLAJA,NTK,10234,77.24,NTK,Ranipet,Vellore,North,GEN
41,M.ATHAM BASHA,MNM,2762,77.24,MNM,Ranipet,Vellore,North,GEN
41,None Of The Above,NOTA,1632,77.24,NOTA,Ranipet,Vellore,North,GEN
41,A.YUVARAJ,BSP,669,77.24,BSP,Ranipet,Vellore,North,GEN
41,G.VEERAMANI,AMMK,637,77.24,AMMK,Ranipet,Vellore,North,GEN
41,S.JAYAKUMAR,IND,425,77.24,IND,Ranipet,Vellore,North,GEN
41,Dr.K.SATHIYARAJ,Tamil Nadu Ilangyar Katchi,275,77.24,Tamil Nadu Ilangyar Katchi,Ranipet,Vellore,North,GEN
41,A.MANIKANDAN,IND,268,77.24,IND,Ranipet,Vellore,North,GEN
41,A.MANSUR BASHA,IND,194,77.24,IND,Ranipet,Vellore,North,GEN
41,S.YUVARAJ,IND,107,77.24,IND,Ranipet,Vellore,North,GEN
41,S.GANDHI,IND,64,77.24,IND,Ranipet,Vellore,North,GEN
41,N.SUGUMAR,IND,63,77.24,IND,Ranipet,Vellore,North,GEN
41,K.SAKTHIVEL NATHAN,IND,48,77.24,IND,Ranipet,Vellore,North,GEN
42,J.L.Eswarappan,DMK,103885,79.62,DMK,Arcot,Vellore,North,GEN
42,Elavazagan.K.L,PMK,83927,79.62,PMK,Arcot,Vellore,North,GEN
42,R.Kathiravan,NTK,12088,79.62,NTK,Arcot,Vellore,North,GEN
42,A.R.Mohamed Raffi,MNM,2860,79.62,MNM,Arcot,Vellore,North,GEN
42,None Of The Above,NOTA,2253,79.62,NOTA,Arcot,Vellore,North,GEN
42,N.Janarthanan,AMMK,2190,79.62,AMMK,Arcot,Vellore,North,GEN
42,A.C.Kesavan,BSP,782,79.62,BSP,Arcot,Vellore,North,GEN
42,K.Manigandan,IND,457,79.62,IND,Arcot,Vellore,North,GEN
42,H.Mohamed Ghouse,Tipu Sultan Party,397,79.62,Tipu Sultan Party,Arcot,Vellore,North,GEN
42,Vasanthakumar,IND,382,79.62,IND,Arcot,Vellore,North,GEN
