ac_number,candidate,party,votes,turnout,party_std,constituency,district,region,reserved
3,None Of The Above,NOTA,1665,78.76,NOTA,Tiruttani,Tiruvallur,Chennai Metro,GEN
3,D.PAULRAJ,IND,889,78.76,IND,Tiruttani,Tiruvallur,Chennai Metro,GEN
3,V.P.Vijayan,IND,768,78.76,IND,Tiruttani,Tiruvallur,Chennai Metro,GEN
3,N.MAGENDIRAN,BSP,717,78.76,BSP,Tiruttani,Tiruvallur,Chennai Metro,GEN
3,M.Hari,IND,366,78.76,IND,Tiruttani,Tiruvallur,Chennai Metro,GEN
3,M.D.Thanigai Malai,IJK,353,78.76,IJK,Tiruttani,Tiruvallur,Chennai Metro,GEN
3,A.J.Suresh,IND,182,78.76,IND,Tiruttani,Tiruvallur,Chennai Metro,GEN
3,Shettu,IND,147,78.76,IND,Tiruttani,Tiruvallur,Chennai Metro,GEN
3,Manikkam,All India Jananayaka Makkal Kazhagam,121,78.76,All India Jananayaka Makkal Kazhagam,Tiruttani,Tiruvallur,Chennai Metro,GEN
3,Chandran,IND,60,78.76,IND,Tiruttani,Tiruvallur,Chennai Metro,GEN
3,Chandran,IND,46,78.76,IND,Tiruttani,Tiruvallur,Chennai Metro,GEN
4,"RAAJENDRAN, V.G.",DMK,107709,77.2,DMK,Thiruvallur,Tiruvallur,Chennai Metro,GEN
4,"RAMANAH, BE VEE",AIADMK,85008,77.2,AIADMK,Thiruvallur,Tiruvallur,Chennai Metro,GEN
4,"PASUPATHY, P.",NTK,15028,77.2,NTK,Thiruvallur,Tiruvallur,Chennai Metro,GEN
4,"DOSS, D.",BSP,2329,77.2,BSP,Thiruvallur,Tiruvallur,Chennai Metro,GEN
4,None Of The Above,NOTA,1872,77.2,NOTA,Thiruvallur,Tiruvallur,Chennai Metro,GEN
4,"GURU, N.",AMMK,1077,77.2,AMMK,Thiruvallur,Tiruvallur,Chennai Metro,GEN
4,"RAJENDIRAN, G.",IND,388,77.2,IND,Thiruvallur,Tiruvallur,Chennai Metro,GEN
4,"REVATHI, R.",IND,283,77.2,IND,Thiruvallur,Tiruvallur,Chennai Metro,GEN
4,"BALA KRISHNAN, N.",IND,232,77.2,IND,Thiruvallur,Tiruvallur,Chennai Metro,GEN
4,"KUMAR, E.",IND,133,77.2,IND,Thiruvallur,Tiruvallur,Chennai Metro,GEN
4,"RAMANAN, R.",IND,97,77.2,IND,Thiruvallur,Tiruvallur,Chennai Metro,GEN
4,"SASIKUMAR, J.",IND,87,77.2,IND,Thiruvallur,Tiruvallur,Chennai Metro,GEN
5,Krishnaswamy A,DMK,149578,72.99,DMK,Poonamallee,Tiruvallur,Chennai Metro,SC
5,Rajamannar S X,PMK,55468,72.99,PMK,Poonamallee,Tiruvallur,Chennai Metro,SC
5,Manimekalai A,NTK,29871,72.99,NTK,Poonamallee,Tiruvallur,Chennai Metro,SC
5,Revathi Manimegalai J,MNM,11927,72.99,MNM,Poonamallee,Tiruvallur,Chennai Metro,SC
5,Elumalai T.A.,AMMK,8805,72.99,AMMK,Poonamallee,Tiruvallur,Chennai Metro,SC
5,Sathyamurthy A C,BSP,2891,72.99,BSP,Poonamallee,Tiruvallur,Chennai Metro,SC
5,None Of The Above,NOTA,2867,72.99,NOTA,Poonamallee,Tiruvallur,Chennai Metro,SC
5,Ravikumar M,IND,448,72.99,IND,Poonamallee,Tiruvallur,Chennai Metro,SC
5,Sivakumar S,IND,403,72.99,IND,Poonamallee,Tiruvallur,Chennai Metro,SC
5,Velu S,IND,359,72.99,IND,Poonamallee,Tiruvallur,Chennai Metro,SC
5,Boshya Gayathri M,My India Party,290,72.99,My India Party,Poonamallee,Tiruvallur,Chennai Metro,SC
5,Rajesh P,IND,241,72.99,IND,Poonamallee,Tiruvallur,Chennai Metro,SC
5,Venkatesan J,IND,240,72.99,IND,Poonamallee,Tiruvallur,Chennai Metro,SC
5,Purushothaman B,IND,175,72.99,IND,Poonamallee,Tiruvallur,Chennai Metro,SC
5,Dhasarathan R,IND,173,72.99,IND,Poonamallee,Tiruvallur,Chennai Metro,SC
6,Nasar S M,DMK,150287,67.37,DMK,Avadi,Tiruvallur,Chennai Metro,GEN
6,Pandiarajan K,AIADMK,95012,67.37,AIADMK,Avadi,Tiruvallur,Chennai Metro,GEN
6,VIJAYALAKSHMI G,NTK,30087,67.37,NTK,Avadi,Tiruvallur,Chennai Metro,GEN
6,Udhayakumar V,MNM,17092,67.37,MNM,Avadi,Tiruvallur,Chennai Metro,GEN
6,None Of The Above,NOTA,2381,67.37,NOTA,Avadi,Tiruvallur,Chennai Metro,GEN
6,Sankar N M,DMDK,1911,67.37,DMDK,Avadi,Tiruvallur,Chennai Metro,GEN
6,Balasubramanian M,Tamil Nadu Ilangyar Katchi,1263,67.37,Tamil Nadu Ilangyar Katchi,Avadi,Tiruvallur,Chennai Metro,GEN
6,CHARLES S,BSP,773,67.37,BSP,Avadi,Tiruvallur,Chennai Metro,GEN
6,Pandiarajan G,IND,360,67.37,IND,Avadi,Tiruvallur,Chennai Metro,GEN
6,Jayakumar P,IND,300,67.37,IND,Avadi,Tiruvallur,Chennai Metro,GEN
6,Shanavas Khan J,IND,231,67.37,IND,Avadi,Tiruvallur,Chennai Metro,GEN
6,Nagaraj M,IND,198,67.37,IND,Avadi,Tiruvallur,Chennai Metro,GEN
6,Dharani K,IND,187,67.37,IND,Avadi,Tiruvallur,Chennai Metro,GEN
6,Sugumar M,IND,143,67.37,IND,Avadi,Tiruvallur,Chennai Metro,GEN
6,Banumathi,My India Party,127,67.37,My India Party,Avadi,Tiruvallur,Chennai Metro,GEN
6,Raman N,Tamilnadu Makkal Nalvazhvu Periyakkam,120,67.37,Tamilnadu Makkal Nalvazhvu Periyakkam,Avadi,Tiruvallur,Chennai Metro,GEN
6,Viswanathan R,MGR Makkal Katchi,108,67.37,MGR Makkal Katchi,Avadi,Tiruvallur,Chennai Metro,GEN
6,Chandrasekar.A,IND,105,67.37,IND,Avadi,Tiruvallur,Chennai Metro,GEN
6,Venkatesan M,IND,95,67.37,IND,Avadi,Tiruvallur,Chennai Metro,GEN
6,Durgaprasad G,IND,75,67.37,IND,Avadi,Tiruvallur,Chennai Metro,GEN
6,Akilan T.M.,IND,72,67.37,IND,Avadi,Tiruvallur,Chennai Metro,GEN
7,GANAPATHY.K,DMK,121298,60.3,DMK,Maduravoyal,Tiruvallur,Chennai Metro,GEN
7,BENJAMIN.P,AIADMK,89577,60.3,AIADMK,Maduravoyal,Tiruvallur,Chennai Metro,GEN
7,PADMA PRIYA.S,MNM,33401,60.3,MNM,Maduravoyal,Tiruvallur,Chennai Metro,GEN
7,GANESHKUMAR.G,NTK,21045,60.3,NTK,Maduravoyal,Tiruvallur,Chennai Metro,GEN
7,LUCKY MURUGAN.E,AMMK,2660,60.3,AMMK,Maduravoyal,Tiruvallur,Chennai Metro,GEN
7,None Of The Above,NOTA,2146,60.3,NOTA,Maduravoyal,Tiruvallur,Chennai Metro,GEN
7,SHANMUGAM.K,Tamil Nadu Ilangyar Katchi,908,60.3,Tamil Nadu Ilangyar Katchi,Maduravoyal,Tiruvallur,Chennai Metro,GEN
7,SANTHAKUMAR.Y,BSP,628,60.3,BSP,Maduravoyal,Tiruvallur,Chennai Metro,GEN
7,PRIYA.K,IND,553,60.3,IND,Maduravoyal,Tiruvallur,Chennai Metro,GEN
7,LAVANYA.P,NCP,349,60.3,NCP,Maduravoyal,Tiruvallur,Chennai Metro,GEN
7,SELVAKUMAR.V,IND,287,60.3,IND,Maduravoyal,Tiruvallur,Chennai Metro,GEN
7,MURUGAN.D,IND,161,60.3,IND,Maduravoyal,Tiruvallur,Chennai Metro,GEN
7,BENJAMIN MOSES.S,IND,149,60.3,IND,Maduravoyal,Tiruvallur,Chennai Metro,GEN
7,ABARAJITHAN.R,IND,143,60.3,IND,Maduravoyal,Tiruvallur,Chennai Metro,GEN
7,NEVIS STELLA MARY.B,Anaithu Makkal Arasiyal Katchi,124,60.3,Anaithu Makkal Arasiyal Katchi,Maduravoyal,Tiruvallur,Chennai Metro,GEN
7,GANAPATHY.R,IND,96,60.3,IND,Maduravoyal,Tiruvallur,Chennai Metro,GEN
7,ARUNKUMAR.A,IND,95,60.3,IND,Maduravoyal,Tiruvallur,Chennai Metro,GEN
7,MUTHURAMAN.S,Anna MGR Dravida Makkal Kalgam,69,60.3,Anna MGR Dravida Makkal Kalgam,Maduravoyal,Tiruvallur,Chennai Metro,GEN
7,AMALRAJ.S,IND,69,60.3,IND,Maduravoyal,Tiruvallur,Chennai Metro,GEN
7,SUMITHRA.R,Bahujan Dravida Party,64,60.3,Bahujan Dravida Party,Maduravoyal,Tiruvallur,Chennai Metro,GEN
7,RAVI.C.V,IND,48,60.3,IND,Maduravoyal,Tiruvallur,Chennai Metro,GEN
8,JOSEPH SAMUEL,DMK,114554,62.01,DMK,Ambattur,Tiruvallur,Chennai Metro,GEN
8,V ALEXANDER,AIADMK,72408,62.01,AIADMK,Ambattur,Tiruvallur,Chennai Metro,GEN
8,R ANBU THENARASAN,NTK,22701,62.01,NTK,Ambattur,Tiruvallur,Chennai Metro,GEN
8,S VAITHESWARAN,MNM,22370,62.01,MNM,Ambattur,Tiruvallur,Chennai Metro,GEN
8,S VEDHACHALAM,AMMK,2631,62.01,AMMK,Ambattur,Tiruvallur,Chennai Metro,GEN
8,None Of The Above,NOTA,2358,62.01,NOTA,Ambattur,Tiruvallur,Chennai Metro,GEN
8,K Bharathi,IND,807,62.01,IND,Ambattur,Tiruvallur,Chennai Metro,GEN
8,R Radha,NCP,615,62.01,NCP,Ambattur,Tiruvallur,Chennai Metro,GEN
8,S Praveen,IND,251,62.01,IND,Ambattur,Tiruvallur,Chennai Metro,GEN
8,S Veena,Anaithu Makkal Arasiyal Katchi,233,62.01,Anaithu Makkal Arasiyal Katchi,Ambattur,Tiruvallur,Chennai Metro,GEN
8,NARMADA NANDHAKUMAR,IND,177,62.01,IND,Ambattur,Tiruvallur,Chennai Metro,GEN
8,T Joseph Samuvel SanthaKumar,IND,162,62.01,IND,Ambattur,Tiruvallur,Chennai Metro,GEN
8,T MUNIANDI,IND,156,62.01,IND,Ambattur,Tiruvallur,Chennai Metro,GEN
8,M S ARUMUGAM,IND,142,62.01,IND,Ambattur,Tiruvallur,Chennai Metro,GEN
8,C RAGHUL,IND,139,62.01,IND,Ambattur,Tiruvallur,Chennai Metro,GEN
8,Bharadan,IND,111,62.01,IND,Ambattur,Tiruvallur,Chennai Metro,GEN
8,A R MURUGAVEL,IND,95,62.01,IND,Ambattur,Tiruvallur,Chennai Metro,GEN
8,G Soma Sundaram,IND,80,62.01,IND,Ambattur,Tiruvallur,Chennai Metro,GEN
8,A S Kesavan,IND,59,62.01,IND,Ambattur,Tiruvallur,Chennai Metro,GEN
8,G Srinivasan,IND,57,62.01,IND,Ambattur,Tiruvallur,Chennai Metro,GEN
8,N Ganesan,IND,55,62.01,IND,Ambattur,Tiruvallur,Chennai Metro,GEN
8,P Dhanraj,IND,55,62.01,IND,Ambattur,Tiruvallur,Chennai Metro,GEN
8,Ravi,IND,44,62.01,IND,Ambattur,Tiruvallur,Chennai Metro,GEN
8,G Vijayakumar,IND,39,62.01,IND,Ambattur,Tiruvallur,Chennai Metro,GEN
9,SUDHARSANAM. S,DMK,151485,66.37,DMK,Madavaram,Tiruvallur,Chennai Metro,GEN
9,Moorthy. V,AIADMK,94414,66.37,AIADMK,Madavaram,Tiruvallur,Chennai Metro,GEN
9,ELUMALAI. R,NTK,27453,66.37,NTK,Madavaram,Tiruvallur,Chennai Metro,GEN
9,RAMESH,MNM,15877,66.37,MNM,Madavaram,Tiruvallur,Chennai Metro,GEN
9,DHAKSHNAMOORTHY. D,AMMK,7104,66.37,AMMK,Madavaram,Tiruvallur,Chennai Metro,GEN
9,None Of The Above,NOTA,2166,66.37,NOTA,Madavaram,Tiruvallur,Chennai Metro,GEN
9,DEEPAK. S,BSP,1393,66.37,BSP,Madavaram,Tiruvallur,Chennai Metro,GEN
9,ARAVIND KUMAR. P,Desiya Makkal Sakthi Katchi,465,66.37,Desiya Makkal Sakthi Katchi,Madavaram,Tiruvallur,Chennai Metro,GEN
9,MOORTHY. S,IND,437,66.37,IND,Madavaram,Tiruvallur,Chennai Metro,GEN
9,RAMU. S,IND,431,66.37,IND,Madavaram,Tiruvallur,Chennai Metro,GEN
9,BABU. M.G,IND,413,66.37,IND,Madavaram,Tiruvallur,Chennai Metro,GEN
9,SAMBATH. E,SHS,175,66.37,SHS,Madavaram,Tiruvallur,Chennai Metro,GEN
9,SUDHARSANAN. D,IND,170,66.37,IND,Madavaram,Tiruvallur,Chennai Metro,GEN
9,JAYASEELAN. S,IND,119,66.37,IND,Madavaram,Tiruvallur,Chennai Metro,GEN
9,VINOTH KUMAR. M,Naadaalum Makkal Katchi,114,66.37,Naadaalum Makkal Katchi,Madavaram,Tiruvallur,Chennai Metro,GEN
9,ARIVUNITHI. S,IND,108,66.37,IND,Madavaram,Tiruvallur,Chennai Metro,GEN
9,NIRMAL KUMAR. M,IND,101,66.37,IND,Madavaram,Tiruvallur,Chennai Metro,GEN
9,SAKTHIVEL. A,IND,85,66.37,IND,Madavaram,Tiruvallur,Chennai Metro,GEN
9,YUVARAJ. M,Anna MGR Dravida Makkal Kalgam,81,66.37,Anna MGR Dravida Makkal Kalgam,Madavaram,Tiruvallur,Chennai Metro,GEN
9,SATHISH KUMAR. S,IND,62,66.37,IND,Madavaram,Tiruvallur,Chennai Metro,GEN
9,RAMESH. G,IND,47,66.37,IND,Madavaram,Tiruvallur,Chennai Metro,GEN
10,K.P.SHANKAR,DMK,88185,65.15,DMK,Thiruvottiyur,Tiruvallur,Chennai Metro,GEN
10,K.KUPPAN,AIADMK,50524,65.15,AIADMK,Thiruvottiyur,Tiruvallur,Chennai Metro,GEN
10,SEEMAN,NTK,48597,65.15,NTK,Thiruvottiyur,Tiruvallur,Chennai Metro,GEN
10,D.MOHAN,MNM,7053,65.15,MNM,Thiruvottiyur,Tiruvallur,Chennai Metro,GEN
10,M.SOUNDARA PANDIAN,AMMK,1417,65.15,AMMK,Thiruvottiyur,Tiruvallur,Chennai Metro,GEN
10,None Of The Above,NOTA,1111,65.15,NOTA,Thiruvottiyur,Tiruvallur,Chennai Metro,GEN
10,M.A.MICHAEL RAJ,IND,603,65.15,IND,Thiruvottiyur,Tiruvallur,Chennai Metro,GEN
10,N.RAMESH KUMAR,IND,585,65.15,IND,Thiruvottiyur,Tiruvallur,Chennai Metro,GEN
10,M.KOTTESWARAN,BSP,367,65.15,BSP,Thiruvottiyur,Tiruvallur,Chennai Metro,GEN
10,D.SASIRAJ,Samata Party,291,65.15,Samata Party,Thiruvottiyur,Tiruvallur,Chennai Metro,GEN
10,R.EGAVALLI,Naadaalum Makkal Katchi,253,65.15,Naadaalum Makkal Katchi,Thiruvottiyur,Tiruvallur,Chennai Metro,GEN
10,U.VENKATESH,IND,224,65.15,IND,Thiruvottiyur,Tiruvallur,Chennai Metro,GEN
10,M.CHELLAM,IND,184,65.15,IND,Thiruvottiyur,Tiruvallur,Chennai Metro,GEN
10,C.DHANRAJ,IND,115,65.15,IND,Thiruvottiyur,Tiruvallur,Chennai Metro,GEN
10,D.THAMIZHIZHAN,IND,103,65.15,IND,Thiruvottiyur,Tiruvallur,Chennai Metro,GEN
10,K.GOPINATH,IND,96,65.15,IND,Thiruvottiyur,Tiruvallur,Chennai Metro,GEN
10,B.DHANASEKARAN,IND,88,65.15,IND,Thiruvottiyur,Tiruvallur,Chennai Metro,GEN
10,B.ZAKIR HUSSAIN,IND,71,65.15,IND,Thiruvottiyur,Tiruvallur,Chennai Metro,GEN
10,PRAVINA,IND,52,65.15,IND,Thiruvottiyur,Tiruvallur,Chennai Metro,GEN
10,N.RAJESH KUMAR,IND,48,65.15,IND,Thiruvottiyur,Tiruvallur,Chennai Metro,GEN
10,V.SURESHBALAJI,IND,29,65.15,IND,Thiruvottiyur,Tiruvallur,Chennai Metro,GEN
11,EBENEZER. J.J. (@)  JOHN EBENEZER.J,DMK,95763,70.98,DMK,Dr. Radhakrishnan Nagar,Chennai,Chennai Metro,GEN
11,RAAJESH.R.S.,AIADMK,53284,70.98,AIADMK,Dr. Radhakrishnan Nagar,Chennai,Chennai Metro,GEN
11,GOWRISHANKAR . K,NTK,20437,70.98,NTK,Dr. Radhakrishnan Nagar,Chennai,Chennai Metro,GEN
11,FAZIL . A,MNM,11198,70.98,MNM,Dr. Radhakrishnan Nagar,Chennai,Chennai Metro,GEN
11,DR. KALIDAS . P,AMMK,1852,70.98,AMMK,Dr. Radhakrishnan Nagar,Chennai,Chennai Metro,GEN
11,None Of The Above,NOTA,1704,70.98,NOTA,Dr. Radhakrishnan Nagar,Chennai,Chennai Metro,GEN
11,SANTHAKUMAR . A,IND,557,70.98,IND,Dr. Radhakrishnan Nagar,Chennai,Chennai Metro,GEN
11,VIJAYAN.P,BSP,361,70.98,BSP,Dr. Radhakrishnan Nagar,Chennai,Chennai Metro,GEN
11,SASIDARAN.S,IND,241,70.98,IND,Dr. Radhakrishnan Nagar,Chennai,Chennai Metro,GEN
11,Daniel Sachin Mani.E,IND,222,70.98,IND,Dr. Radhakrishnan Nagar,Chennai,Chennai Metro,GEN
11,SIVAKUMAR.S,SUCI,215,70.98,SUCI,Dr. Radhakrishnan Nagar,Chennai,Chennai Metro,GEN
11,BABU MAILAN . A,RPI(A),115,70.98,RPI(A),Dr. Radhakrishnan Nagar,Chennai,Chennai Metro,GEN
11,KANDEEPAN.G,IND,111,70.98,IND,Dr. Radhakrishnan Nagar,Chennai,Chennai Metro,GEN
11,RAMADASS . E,Makkal Nalvaazhvuk Katchi,104,70.98,Makkal Nalvaazhvuk Katchi,Dr. Radhakrishnan Nagar,Chennai,Chennai Metro,GEN
11,GUNASEKARAN.G,IND,92,70.98,IND,Dr. Radhakrishnan Nagar,Chennai,Chennai Metro,GEN
11,MOHAN . R,United States of India Party,79,70.98,United States of India Party,Dr. Radhakrishnan Nagar,Chennai,Chennai Metro,GEN
11,PREMKUMAR.P,IND,79,70.98,IND,Dr. Radhakrishnan Nagar,Chennai,Chennai Metro,GEN
11,KALIDASS,IND,67,70.98,IND,Dr. Radhakrishnan Nagar,Chennai,Chennai Metro,GEN
11,SRIDHAR . C,IND,55,70.98,IND,Dr. Radhakrishnan Nagar,Chennai,Chennai Metro,GEN
11,DEVAKUMAR.R,IND,48,70.98,IND,Dr. Radhakrishnan Nagar,Chennai,Chennai Metro,GEN
11,DEVARAJ.M,IND,48,70.98,IND,Dr. Radhakrishnan Nagar,Chennai,Chennai Metro,GEN
11,RAJESH . I,IND,47,70.98,IND,Dr. Radhakrishnan Nagar,Chennai,Chennai Metro,GEN
11,FRANKLIN.D,IND,44,70.98,IND,Dr. Radhakrishnan Nagar,Chennai,Chennai Metro,GEN
11,PURUSHOTHAMAN . K,IND,44,70.98,IND,Dr. Radhakrishnan Nagar,Chennai,Chennai Metro,GEN
11,BOOTHIRAJAN.G,IND,39,70.98,IND,Dr. Radhakrishnan Nagar,Chennai,Chennai Metro,GEN
11,MARIMUTHU.P,IND,38,70.98,IND,Dr. Radhakrishnan Nagar,Chennai,Chennai Metro,GEN
11,RAJESH . S,IND,37,70.98,IND,Dr. Radhakrishnan Nagar,Chennai,Chennai Metro,GEN
11,VENKATRAMAN . C,IND,37,70.98,IND,Dr. Radhakrishnan Nagar,Chennai,Chennai Metro,GEN
11,VENUGOPAL.D,SHS,34,70.98,SHS,Dr. Radhakrishnan Nagar,Chennai,Chennai Metro,GEN
11,VIVEK.C,IND,27,70.98,IND,Dr. Radhakrishnan Nagar,Chennai,Chennai Metro,GEN
11,ETHIRAJ.R,IND,26,70.98,IND,Dr. Radhakrishnan Nagar,Chennai,Chennai Metro,GEN
11,MADHAN RAJ . D,IND,22,70.98,IND,Dr. Radhakrishnan Nagar,Chennai,Chennai Metro,GEN
12,SHEKAR. R.D,DMK,105267,63.0,DMK,Perambur,Chennai,Chennai Metro,GEN
12,DHANAPALAN N.R,AIADMK,50291,63.0,AIADMK,Perambur,Chennai,Chennai Metro,GEN
12,MERLIN SUGANTHI. S,NTK,19821,63.0,NTK,Perambur,Chennai,Chennai Metro,GEN
12,PONNUSAMY. A,MNM,17072,63.0,MNM,Perambur,Chennai,Chennai Metro,GEN
12,LAKSHMI NARAYANAN. E,AMMK,4042,63.0,AMMK,Perambur,Chennai,Chennai Metro,GEN
12,None Of The Above,NOTA,1515,63.0,NOTA,Perambur,Chennai,Chennai Metro,GEN
12,SURESH. C,BSP,515,63.0,BSP,Perambur,Chennai,Chennai Metro,GEN
12,SOOSAI. M.A,RPI(A),296,63.0,RPI(A),Perambur,Chennai,Chennai Metro,GEN
12,SEBASTIN. J,SUCI,194,63.0,SUCI,Perambur,Chennai,Chennai Metro,GEN
12,SATHEESH. J,IND,174,63.0,IND,Perambur,Chennai,Chennai Metro,GEN
12,PARTHIPAN. P,IND,172,63.0,IND,Perambur,Chennai,Chennai Metro,GEN
12,SEKAR. P,IND,166,63.0,IND,Perambur,Chennai,Chennai Metro,GEN
12,RAJESH. K,IND,163,63.0,IND,Perambur,Chennai,Chennai Metro,GEN
12,PREM ANAND. J,IND,112,63.0,IND,Perambur,Chennai,Chennai Metro,GEN
12,SATHISHKUMAR. S,IND,106,63.0,IND,Perambur,Chennai,Chennai Metro,GEN
12,RAJESH KUMAR. S,IND,90,63.0,IND,Perambur,Chennai,Chennai Metro,GEN
12,SELVARAJ. R,IND,87,63.0,IND,Perambur,Chennai,Chennai Metro,GEN
12,SARAVANA PERUMAL. R,IND,65,63.0,IND,Perambur,Chennai,Chennai Metro,GEN
12,UDAYAKUMAR. S,IND,60,63.0,IND,Perambur,Chennai,Chennai Metro,GEN
12,KADHIRAVAN. M,IND,48,63.0,IND,Perambur,Chennai,Chennai Metro,GEN
12,VENKATESH. L,IND,46,63.0,IND,Perambur,Chennai,Chennai Metro,GEN
12,VINOTHKUMAR. G,IND,45,63.0,IND,Perambur,Chennai,Chennai Metro,GEN
12,VASANTHA KUMAR. M,IND,40,63.0,IND,Perambur,Chennai,Chennai Metro,GEN
13,M.K. STALIN,DMK,105522,61.04,DMK,Kolathur,Chennai,Chennai Metro,GEN
13,AADIRAJARAM,AIADMK,35138,61.04,AIADMK,Kolathur,Chennai,Chennai Metro,GEN
13,A.JAGADISH KUMAR,MNM,14076,61.04,MNM,Kolathur,Chennai,Chennai Metro,GEN
13,F.CAMILUS SELVA,NTK,11279,61.04,NTK,Kolathur,Chennai,Chennai Metro,GEN
13,None Of The Above,NOTA,1529,61.04,NOTA,Kolathur,Chennai,Chennai Metro,GEN
13,MJS.JAMAL MOHAMED MEERA,BSP,1295,61.04,BSP,Kolathur,Chennai,Chennai Metro,GEN
13,J.ARUMUGAM,AMMK,1080,61.04,AMMK,Kolathur,Chennai,Chennai Metro,GEN
13,AGNI SRI RAMACHANDRAN,IND,681,61.04,IND,Kolathur,Chennai,Chennai Metro,GEN
13,SURESH,Tamil Nadu Ilangyar Katchi,620,61.04,Tamil Nadu Ilangyar Katchi,Kolathur,Chennai,Chennai Metro,GEN
13,ASHOK KUMAR.S,New Generation People’s Party,257,61.04,New Generation People’s Party,Kolathur,Chennai,Chennai Metro,GEN
13,AL. NARESH KUMAR,IND,198,61.04,IND,Kolathur,Chennai,Chennai Metro,GEN
13,DIVYA,IND,181,61.04,IND,Kolathur,Chennai,Chennai Metro,GEN
13,G.VELMURUGAN,SHS,132,61.04,SHS,Kolathur,Chennai,Chennai Metro,GEN
13,L.KATHIRESAN,IND,118,61.04,IND,Kolathur,Chennai,Chennai Metro,GEN
13,VIVEKRAJ.J,Thamizhaga Munnetra Congress,116,61.04,Thamizhaga Munnetra Congress,Kolathur,Chennai,Chennai Metro,GEN
13,J.SURIYAMUTHU,IND,110,61.04,IND,Kolathur,Chennai,Chennai Metro,GEN
13,MIRZA SAFDAR ALI,IND,97,61.04,IND,Kolathur,Chennai,Chennai Metro,GEN
13,MALARVIZHI,IND,92,61.04,IND,Kolathur,Chennai,Chennai Metro,GEN
13,D.SURESHBABU,Desiya Makkal Sakthi Katchi,87,61.04,Desiya Makkal Sakthi Katchi,Kolathur,Chennai,Chennai Metro,GEN
13,SATHIYASEELAN,IND,86,61.04,IND,Kolathur,Chennai,Chennai Metro,GEN
13,ELUMALAI.K,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,69,61.04,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,Kolathur,Chennai,Chennai Metro,GEN
